institute_std,subscription_start_month,class_bundle_signature,class_count,learner_count,core_subject_count,bundle_confidence
Ghana,,332|599,2,1,2,LOW
Ghana,,352,1,1,1,LOW
Ghana,,354,1,1,1,LOW
Ghana,,520,1,1,1,LOW
Ghana,,561,1,1,1,LOW
Ghana,,596,1,1,1,LOW
Ghana Christian High International High School,,262,1,1,1,LOW
Ghana Christian University College,2019-11,352,1,1,1,LOW
Ghana College of Scientists,,196|224|267|316|535,5,1,4,LOW
Ghana Education Service,2020-04,259|262,2,1,2,LOW
Ghana Education Service,2020-06,256,1,1,1,LOW
Ghana Education Service,2020-12,397,1,1,1,LOW
Ghana Education Service,,251|267,2,1,2,LOW
Ghana Education Service,,259,1,1,1,LOW
Ghana Education Service,,261,1,1,1,LOW
Ghana Education Service,,262,1,1,1,LOW
Ghana Education Service,,262|326,2,1,2,LOW
Ghana Education Service,,373,1,1,1,LOW
Ghana Fixed Income Market,2020-01,255,1,1,1,LOW
Ghana Health Service,,219|336,2,1,2,LOW
Ghana Institute of Journalism,2022-12,352|369,2,1,2,LOW
Ghana Institute of Journalism,,257|259|271|30|316|329|344|345|347|431|7,11,1,4,LOW
Ghana Institute of Journalism,,267,1,1,1,LOW
Ghana Institute of Management and Public Administration (GIMPA),,12|222|342,3,1,3,LOW
Ghana International Schoo,,259,1,1,1,LOW
Ghana Lebanon Islamic Sch,,262,1,1,1,LOW
Ghana National College,2020-03,258,1,1,1,LOW
Ghana National College,2020-04,258,1,1,1,LOW
Ghana National College,,225|258|259|260|277|331,6,1,4,LOW
Ghana National College,,25,1,1,1,LOW
Ghana National College,,255|259|262|292,4,1,4,LOW
Ghana National College,,258,1,2,1,LOW
Ghana National College,,258|259,2,1,2,LOW
Ghana National College,,258|261|580,3,1,3,LOW
Ghana National College,,258|262|329,3,1,3,LOW
Ghana National College,,259,1,6,1,LOW
Ghana National College,,25|258|259|260|261|262|263|329,8,1,4,LOW
Ghana National College,,25|259,2,1,2,LOW
Ghana National College,,262,1,3,1,LOW
Ghana National College,,329,1,2,1,LOW
Ghana National College,,373,1,1,1,LOW
Ghana National collage,,261,1,1,1,LOW
"Ghana SHS, TAMALE",,237|263,2,1,2,LOW
Ghana School of law,,257,1,1,1,LOW
Ghana School of law,,288|586,2,1,2,LOW
Ghana School of law,,357|358|359|362|363|364|365|366|367|368|393|394,12,1,4,LOW
Ghana School of the lAw,,230|267,2,1,2,LOW
Ghana Secondary Technica,2020-03,259,1,1,1,LOW
Ghana Secondary Technica,,25,1,1,1,LOW
Ghana Secondary Technical School,2020-04,329,1,1,1,LOW
Ghana Secondary Technical School,,259,1,2,1,LOW
Ghana Secondary Technical School,,329,1,1,1,LOW
Ghana Senior High,,255|259|263,3,1,3,LOW
Ghana Senior High,,258|259|261,3,1,3,LOW
Ghana Senior High,,258|262|292,3,1,3,LOW
Ghana Senior High,,259,1,2,1,LOW
Ghana Senior High,,259|262,2,1,2,LOW
Ghana Senior High,,259|395,2,1,2,LOW
Ghana Senior High,,25|258|395,3,1,3,LOW
Ghana Senior High,,25|259,2,1,2,LOW
Ghana Senior High,,262,1,1,1,LOW
"Ghana Senior High,Koforid",,259,1,1,1,LOW
Ghana Statistical Service,,267,1,1,1,LOW
Ghana Technology University College,,25,1,1,1,LOW
Ghana communication technology university,2021-12,273|291|344,3,1,3,LOW
Ghana communication technology university,2023-02,339|351,2,1,2,LOW
Ghana communication technology university,2023-05,340,1,1,1,LOW
Ghana communication technology university,,224|25|260|320|340|343|345|352|354|512|517|518|535,13,1,4,LOW
Ghana communication technology university,,265,1,1,1,LOW
Ghana education,,258|262,2,1,2,LOW
Ghana health service,,352,1,1,1,LOW
Ghana secondary Technical,,259,1,1,1,LOW
Ghana secondary Technical,,259|261|262,3,1,3,LOW
Ghana technology university college,,25|262,2,1,2,LOW
Ghana university of techn,,347,1,1,1,LOW
Ghanaboys,,259,1,1,1,LOW
Ghanaian,2024-01,256,1,1,1,LOW
Ghanaian,2024-01,263,1,1,1,LOW
Ghanaian,2026-03,262|373,2,1,2,LOW
Ghanaian,,253|543,2,1,2,LOW
Ghanaian,,598|626,2,1,2,LOW
Ghananian,,289,1,1,1,LOW
Ghanasco,,259,1,1,1,LOW
Ghanass,,258,1,1,1,LOW
Ghanass,,258|259|262,3,1,3,LOW
Ghanata,,262,1,1,1,LOW
Ghanata,,288,1,1,1,LOW
Ghanata SHS,,259,1,1,1,LOW
Ghanata Senior High,,262,1,1,1,LOW
Ghanata senior high,,259,1,1,1,LOW
Ghanata senior high school,,261,1,1,1,LOW
Ghanata senior high school,,263,1,1,1,LOW
Ghost,,224|225,2,1,2,LOW
Gideon,,288,1,1,1,LOW
Gimpa,,25,1,1,1,LOW
Gimpa,,259,1,1,1,LOW
Gimpa,,262,1,1,1,LOW
Gimpa,,267,1,1,1,LOW
Glivion,2019-11,352,1,1,1,LOW
Glivion,2022-02,263,1,1,1,LOW
Glivion,2025-06,259,1,1,1,LOW
Glivion,,218|25|250|251|258|260|261|262|292|327|344|431|47|5|580|581|587,17,1,4,LOW
Glivion,,25|257|258|259|339,5,1,4,LOW
Glivion,,262|5,2,1,2,LOW
Glivion,,357|5,2,1,2,LOW
Global Accelerex,2021-09,441,1,1,1,LOW
Global Accelerex,,441,1,1,1,LOW
Global Accelerex Ghana,2021-10,441,1,1,1,LOW
Global Accelerex Ghana,,441,1,1,1,LOW
Global Accelerex Ghana LTD,,441,1,1,1,LOW
Global Accelerex Ghana Limited,2021-10,441,1,1,1,LOW
Global Accelerex Ghana Limited,,441,1,2,1,LOW
Global Association Of Transformational Educators (GATE),,224|267,2,1,2,LOW
Global Care,,219|251|262|265|267|268|269|332|434|507|549,11,1,4,LOW
Gods Gift,2024-12,253|254|255|256,4,55,4,MEDIUM
Goka senior high,,262,1,1,1,LOW
Golden Gate International,2023-11,253,1,1,1,LOW
Golden Gate International School,2023-08,253|254|255|256|257|273|274,7,1,4,LOW
Golden Gate International School,2023-11,253,1,3,1,LOW
Golden Gate International School,2023-11,253|255,2,1,2,LOW
Golden Gate International School,2023-11,253|256,2,3,2,LOW
Golden Gate International School,2023-11,256,1,2,1,LOW
Golden Gate International School,,254,1,1,1,LOW
Golden Gate International School,,255,1,1,1,LOW
Golden Gate International School,,255|262,2,1,2,LOW
Golden Gate International School,,256,1,2,1,LOW
Golden Gate International School,,257,1,1,1,LOW
Golden Gate International School,,259|262,2,1,2,LOW
Golden Gate International School,,327,1,1,1,LOW
Golden Gate International School,,354|360,2,1,2,LOW
Golden Star,2020-08,340,1,1,1,LOW
Golden child college,2024-12,253|254|255|256,4,9,4,LOW
Golden child college,,561,1,1,1,LOW
Gomoa senior high school,,259,1,1,1,LOW
Good Shepherd R/C JHS,,253|255,2,1,2,LOW
Good Shepherd Schools,2024-12,253|254|255|256,4,44,4,MEDIUM
Good shepherd international JHS,2024-12,253|254|255|256,4,291,4,HIGH
Goshen Light Academy,2024-12,253|254|255|256,4,22,4,MEDIUM
Government,,224|289|332,3,1,3,LOW
Government,,262,1,1,1,LOW
Government,,289,1,2,1,LOW
Grace Academy Senior High,,263,1,1,1,LOW
Grace Provider Academy,2024-12,253|254|255|256,4,135,4,HIGH
Graceglory International,,255,1,1,1,LOW
Graceland Academy,2024-06,255,1,1,1,LOW
Graceland Academy,,255,1,1,1,LOW
Great Faith Academy,2024-12,253|254|255|256,4,33,4,MEDIUM
Great Zimbabwe University,,225,1,1,1,LOW
Greater Accra,,373,1,1,1,LOW
Greater Manchester Educational Institute,2024-12,253|254|255|256,4,1,4,LOW
Greater Manchester Educational Institute ,2024-12,253|254|255|256,4,19,4,LOW
Green hand✋,,255,1,1,1,LOW
Greenfield schools,,261,1,1,1,LOW
Greenvalley sanicolas 3,,262,1,1,1,LOW
Greenwich Meridian Presbyterian Schools,2024-12,253|254|255|256,4,57,4,MEDIUM
Grow For Me LTD,,580,1,1,1,LOW
Gyamfisco Academy,2020-03,260,1,1,1,LOW
Gyamfisco Academy,,260,1,1,1,LOW
H'Mount Sinai SHS,,25|259|261,3,1,3,LOW
HACC,,225,1,1,1,LOW
HEPH Condorcet,,259,1,1,1,LOW
HGL,,237,1,1,1,LOW
HIDAAYAH ISLAMIC SHS,,262,1,1,1,LOW
HNTC- HO,2020-03,258|352,2,1,2,LOW
HOLY FAMILY NURSING AND MIDWIFERY TRAINING COLLEGE,2020-09,352,1,2,1,LOW
HOTCASS,,258,1,1,1,LOW
HOUSE OF HOPE PREP. JHS,2024-12,253|254|255|256,4,19,4,LOW
HSU,,292,1,1,1,LOW
HSUHK,,268,1,1,1,LOW
Haavad Senior high school,2020-03,259,1,1,1,LOW
Haavad Senior high school,,261|262,2,1,2,LOW
Hagerty Highschool,,426,1,1,1,LOW
Haibrid,,259,1,1,1,LOW
Half assini senior high s,2020-03,258,1,1,1,LOW
HallCity,2020-03,259,1,1,1,LOW
HallCity,,25,1,1,1,LOW
Happy home International school,2024-12,253|254|255|256,4,41,4,MEDIUM
Happy home o level school,,259,1,1,1,LOW
Harare Center for Accountancy,,259,1,1,1,LOW
Hark Mount Sinai shs,,261,1,1,1,LOW
Health,2019-11,352,1,1,1,LOW
Health,,352,1,1,1,LOW
Henry Hueging Memorial Sc,,250|253|254|258|259,5,1,4,LOW
Hepss,,258,1,1,1,LOW
High Age Micro-Credit,2025-11,580,1,1,1,LOW
High Ages Microfinance,2025-08,580,1,1,1,LOW
High Ages Microfinance Ltd,2025-08,580,1,1,1,LOW
High Highes Microfinance,2025-08,580,1,1,1,LOW
High ages Micro finance,2025-08,580,1,3,1,LOW
High school,2023-07,258,1,1,1,LOW
High school,,258,1,1,1,LOW
High school,,258|259|292|329,4,1,4,LOW
High school,,258|262|263|267|329,5,1,4,LOW
High school,,259,1,7,1,LOW
High school,,259|329,2,1,2,LOW
High school,,259|395,2,1,2,LOW
High school,,262,1,1,1,LOW
High school,,329,1,1,1,LOW
High school,,332,1,1,1,LOW
High school,,373,1,1,1,LOW
Highages Microfinance,2025-08,580,1,1,1,LOW
Hilal,2025-11,351,1,1,1,LOW
Hilal,,224|251|258,3,1,3,LOW
Himan Methodist JHS,,257,1,1,1,LOW
His Majesty Academy,,259,1,1,1,LOW
Ho,,255,1,1,1,LOW
Ho NTC,2023-08,352,1,1,1,LOW
Ho Nurses Training Colleg,2020-03,352,1,1,1,LOW
Ho Nurses Training Colleg,,352,1,1,1,LOW
Ho Technical  University,,230,1,1,1,LOW
Ho Technical University,2021-05,352,1,1,1,LOW
Ho Technical University,,220|269|332,3,1,3,LOW
Ho Technical University,,7,1,1,1,LOW
Ho technical,,347,1,1,1,LOW
Hohoe Basic,,218|253|254|258|273|288|291|327|354|426|597,11,1,4,LOW
Hohoe EP Senior High,,219|259|261|262,4,1,4,LOW
Hollard,,349,1,1,1,LOW
Holly trinity college,,261|332,2,1,2,LOW
Holy Child,2020-03,259,1,1,1,LOW
Holy Child,,258|259,2,1,2,LOW
Holy Child,,263,1,1,1,LOW
Holy Child SHS,2020-03,262|289,2,1,2,LOW
Holy Child SHS,,261|262|289,3,1,3,LOW
Holy Child School,,258,1,2,1,LOW
Holy Child School,,258|259|260|261|262|288|373|395,8,1,4,LOW
Holy Child School,,259,1,3,1,LOW
Holy Child School,,329,1,1,1,LOW
Holy Child School,,360,1,1,1,LOW
Holy Child School(Tutor),,261,1,1,1,LOW
Holy Child Secondary High,2020-04,395,1,1,1,LOW
Holy Child Secondary High,,395,1,1,1,LOW
Holy Child school,,259,1,1,1,LOW
Holy Child school,,289,1,1,1,LOW
Holy Cross Seminary ,2024-12,259|260|261|262,4,3,4,LOW
"Holy Cross Seminary,  Tokuroano ",2024-12,259|260|261|262,4,2,4,LOW
"Holy Cross Seminary, Tokuroano ",2024-12,259|260|261|262,4,45,4,MEDIUM
Holy Trinity Cathedral Senior High School,,292,1,1,1,LOW
Holy child school,,218|259|267|289|332,5,1,4,LOW
Holy cross,,255,1,1,1,LOW
"Holychild ,Ghana",,258|262|277,3,1,3,LOW
Home,2020-03,373,1,1,1,LOW
Home,2020-12,25,1,1,1,LOW
Home,2023-01,351,1,1,1,LOW
Home,2025-12,253,1,1,1,LOW
Home,,218|237|25|251|259|267|277|292|331|332|347,11,1,4,LOW
Home,,253,1,2,1,LOW
Home,,253|258,2,2,2,LOW
Home,,254|255|267,3,1,3,LOW
Home,,255,1,2,1,LOW
Home,,256,1,1,1,LOW
Home,,256|259|373,3,1,3,LOW
Home,,258,1,1,1,LOW
Home,,258|259,2,1,2,LOW
Home,,259,1,3,1,LOW
Home,,259|262,2,2,2,LOW
Home,,262,1,2,1,LOW
Home,,268,1,1,1,LOW
Home Economics,,262,1,1,1,LOW
Home Economics,,306,1,1,1,LOW
Home Econs,,263,1,1,1,LOW
Home School,2019-12,255,1,1,1,LOW
Home School,,253|255|360,3,1,3,LOW
Home School,,255,1,1,1,LOW
Home Schooling,,255,1,1,1,LOW
Home economic,,259|262|263,3,1,3,LOW
Home studies,,268,1,1,1,LOW
Home study,,25,1,1,1,LOW
Homework,,262,1,1,1,LOW
Homme,,258|259,2,1,2,LOW
Hope College,2020-06,258,1,1,1,LOW
Hope College,2020-06,259,1,11,1,LOW
Hope College,2020-06,262,1,5,1,LOW
Hope College,2020-06,263,1,1,1,LOW
Hope College,2020-06,271,1,1,1,LOW
Hope College,2020-06,289,1,1,1,LOW
Hope College,2020-06,373,1,7,1,LOW
Hope College,2020-06,395,1,1,1,LOW
Hope College,,259|260|262|271|329,5,1,4,LOW
Hope College,,259|262,2,1,2,LOW
Hope College,,259|262|263,3,1,3,LOW
Hope College,,259|353,2,1,2,LOW
Hope College,,262,1,2,1,LOW
Hopes and Dreams preparatory School,2020-03,256,1,1,1,LOW
Horry Georgetown technical college,,224|274|352|5,4,1,4,LOW
Hospital,,261|368,2,1,2,LOW
Hotel,2024-07,258,1,1,1,LOW
Hotel,,258,1,1,1,LOW
Hotel,,348,1,1,1,LOW
House,,258,1,1,1,LOW
House,,262,1,2,1,LOW
Huhunya Presby Primary,,535,1,1,1,LOW
Huni-Valley senior high school,,259|263|327,3,1,3,LOW
I am here to learn mathematics and science,,360,1,1,1,LOW
I c t,2020-03,351,1,1,1,LOW
I c t,,259|263,2,1,2,LOW
I c t,,25|257,2,1,2,LOW
I love u,,254|261,2,1,2,LOW
I want to leaned more,,259|267,2,1,2,LOW
IBADUR RAHMAN ACADEMY,,329,1,1,1,LOW
ICAG,2020-03,343,1,1,1,LOW
ICAG,,262,1,1,1,LOW
ICAG,,265|339,2,1,2,LOW
ICAG,,322,1,2,1,LOW
ICAG/UCC,,25,1,1,1,LOW
ICAGH,,25,1,1,1,LOW
INNOHUB,2020-09,378|425,2,1,2,LOW
INNOHUB,2020-09,425,1,31,1,LOW
INNOHUB,2020-12,425,1,9,1,LOW
INNOHUB,2021-02,425,1,67,1,LOW
INNOHUB,,218|220|225|230|237|267,6,1,4,LOW
INNOHUB,,220|237|265,3,1,3,LOW
INNOHUB,,224,1,1,1,LOW
INNOHUB,,230|251|265|267,4,1,4,LOW
INNOHUB,,237|264|266,3,1,3,LOW
INNOHUB,,237|268,2,1,2,LOW
INNOHUB,,237|332,2,1,2,LOW
INNOHUB,,237|425,2,2,2,LOW
INNOHUB,,25,1,1,1,LOW
INNOHUB,,259,1,1,1,LOW
INNOHUB,,25|434,2,1,2,LOW
INNOHUB,,262,1,2,1,LOW
INNOHUB,,265,1,2,1,LOW
INNOHUB,,265|425|433,3,1,3,LOW
INNOHUB,,267|425,2,1,2,LOW
INNOHUB,,2|220|225|237|433,5,1,4,LOW
INNOHUB,,2|237|25|267|316|320|332,7,1,4,LOW
INNOHUB,,2|237|264|277|425,5,1,4,LOW
INNOHUB,,2|265,2,1,2,LOW
INNOHUB,,316,1,1,1,LOW
INNOHUB,,316|332,2,1,2,LOW
INNOHUB,,425,1,24,1,LOW
INNOHUN,,265|425,2,1,2,LOW
IOM,,260|267,2,1,2,LOW
IOM,,348,1,2,1,LOW
IPMC,,25,1,2,1,LOW
IPS,,33,1,1,1,LOW
ISLAMIC EDU. COMPLEX JHS,,253|254|262,3,1,3,LOW
ISTAG,,258,1,1,1,LOW
ITA,,221|266|332,3,1,3,LOW
Ideal college,2020-04,258,1,1,1,LOW
Ideal college,,258|259,2,1,2,LOW
Ideal college,,259,1,5,1,LOW
Ideal college,,259|5,2,1,2,LOW
Ideal college,,25|329,2,1,2,LOW
Ideal college,,260,1,1,1,LOW
Ideal college,,262,1,1,1,LOW
Ideal college senior high,,262,1,1,1,LOW
Idle college,,395,1,1,1,LOW
Igiss,,259,1,1,1,LOW
In senior secondary school,,253|259|360,3,1,3,LOW
Information Technology,,409,1,1,1,LOW
Ingressive For Good,2021-06,343|344|345|346,4,1,4,LOW
Insaniyya Senior High Sch,,259,1,1,1,LOW
Institut supérieur technique song haw,,645,1,1,1,LOW
Institute of Chartered Accountants,,237,1,1,1,LOW
Institution,,220|320|440,3,1,3,LOW
Insurance,2025-08,601,1,1,1,LOW
Insurance,2025-12,601,1,2,1,LOW
International Institute,2016-11,173,1,1,1,LOW
International Institute,2018-06,173,1,1,1,LOW
International Institute,2019-12,352,1,1,1,LOW
International Institute,2020-04,271|289,2,1,2,LOW
International Institute,2025-05,340,1,1,1,LOW
International Institute,2025-06,253|256,2,1,2,LOW
International Institute,2025-09,248,1,1,1,LOW
International Institute,,12|171|2|218|22|220|221|225|25|251|254|255|259|261|262|265|269|270|29|292|321|322|330|356|357|358|359|362|363|364|365|366|367|368|393|394|426|440|48|5|535|543|55|582|588|593|596|6|7|70|75,51,1,4,LOW
Ipsum ea et id rerum atq,,263,1,1,1,LOW
Islamic Girls Senior High (suhum),,261,1,1,1,LOW
Islamic Senior High Schoo,,373,1,1,1,LOW
Islamic Senior high schoo,,259|262,2,1,2,LOW
Islamic girls,,259|262,2,1,2,LOW
Islamic senior high Schoo,,258,1,1,1,LOW
Islamic senior secondary,,263,1,1,1,LOW
Ispp,,225|288|58,3,1,3,LOW
Istiqaama,,258,1,1,1,LOW
Istiqaama Senior High sch,,259,1,1,1,LOW
J H S 2,,256,1,1,1,LOW
J H S 3 Level,,253,1,1,1,LOW
J.H.S,,25,1,1,1,LOW
J.H.S,,256,1,1,1,LOW
J.H.S.3,,253,1,1,1,LOW
J.H.S.3,,255,1,1,1,LOW
J.H.S.3,,256,1,1,1,LOW
JCNIC,,265,1,1,1,LOW
JHS 2,,326,1,1,1,LOW
JHS level of education,,256,1,1,1,LOW
JOMORO RURAL BANK LIMITED,2023-08,520,1,2,1,LOW
JOMORO RURAL BANK LIMITED,2024-01,520|521|522|523|524|525|526|527|528|529|530|531|532|533|534,15,23,4,MEDIUM
JOMORO RURAL BANK LIMITED,2024-04,521|522|523|524|525|526|527|528|529|530|531|532|533|534,14,2,4,LOW
JOMORO RURAL BANK LIMITED,2025-04,520|521|528|530|531|534,6,13,4,LOW
JOMORO RURAL BANK LIMITED,2025-08,520|524|528|529|530|531|532,7,1,4,LOW
JOMORO RURAL BANK LIMITED,2025-08,524,1,1,1,LOW
JOMORO RURAL BANK LIMITED,2025-08,524|526|534,3,1,3,LOW
JOMORO RURAL BANK LIMITED,2025-10,524|527|531,3,1,3,LOW
JOMORO RURAL BANK LIMITED,2026-06,580,1,17,1,LOW
JOMORO RURAL BANK LIMITED,,356,1,1,1,LOW
JOMORO RURAL BANK LIMITED,,356|528,2,1,2,LOW
JOMORO RURAL BANK LIMITED,,520,1,1,1,LOW
JOMORO RURAL BANK LIMITED,,522|531,2,1,2,LOW
JOMORO RURAL BANK LIMITED,,523|525|530|531,4,1,4,LOW
JOMORO RURAL BANK LIMITED,,531,1,1,1,LOW
JOMORO RURAL BANK LTD.,2023-08,520,1,1,1,LOW
JOMORO RURAL BANK LTD.,2024-01,520|521|522|523|524|525|526|527|528|529|530|531|532|533|534,15,1,4,LOW
JOMORO RURAL BANK LTD.,2025-04,520|521|528|530|531|534,6,1,4,LOW
JOMORO RURAL BANK LTD.,2025-08,524|531,2,1,2,LOW
JOMORO RURAL BANK LTD.,2025-10,520|522|524|531,4,1,4,LOW
JOMORO RURAL BANK LTD.,2025-10,520|524|531,3,1,3,LOW
JOMORO RURAL BANK LTD.,2025-11,520|524|531,3,1,3,LOW
JOMORO RURAL BANK LTD.,2025-11,520|527|531,3,2,3,LOW
JOMORO RURAL BANK LTD.,2026-06,580,1,4,1,LOW
JOMORO RURAL BANK LTD.,,22|263|288|352|395|550|594,7,1,4,LOW
JOMORO RURAL BANK LTD.,,356,1,2,1,LOW
JOMORO RURAL BANK LTD.,,356|520|522,3,1,3,LOW
JOMORO RURAL BANK LTD.,,356|531,2,2,2,LOW
JOMORO RURAL BANK LTD.,,520|531,2,1,2,LOW
JOMORO RURAL BANK LTD.,,522|524,2,1,2,LOW
JOMORO RURAL BANK LTD.,,522|531,2,1,2,LOW
JOMORO RURAL BANK LTD.,,524|525|531,3,1,3,LOW
JOMORO RURAL BANK LTD.,,525|531,2,1,2,LOW
JOMORO RURAL BANK LTD.,,531,1,12,1,LOW
JOMORO RURAL BANK LTD.,,580,1,1,1,LOW
JUABEN COMMUNITY BANK,,580,1,1,1,LOW
JUABEN COMMUNITY BANK PLC.,2026-04,372,1,1,1,LOW
JUABEN RURAL BANK LIMITED,2023-08,520,1,2,1,LOW
JUABEN RURAL BANK LIMITED,2026-04,520,1,1,1,LOW
JUABEN RURAL BANK LIMITED,,262|265|434,3,1,3,LOW
JUABEN RURAL BANK LTD.,2025-08,520|522|530,3,1,3,LOW
JUABEN RURAL BANK LTD.,2025-08,530,1,1,1,LOW
JUABEN RURAL BANK LTD.,2026-04,520,1,90,1,LOW
JUABEN RURAL BANK LTD.,2026-04,520|532,2,1,2,LOW
JUABEN RURAL BANK LTD.,2026-04,525|531,2,1,2,LOW
JUABEN RURAL BANK LTD.,2026-06,580,1,63,1,LOW
JUABEN RURAL BANK LTD.,,218,1,1,1,LOW
JUABEN RURAL BANK LTD.,,520,1,1,1,LOW
JUABEN RURAL BANK LTD.,,520|523,2,1,2,LOW
JUN-NOO INT.SCHOOL,2024-12,253|254|255|256,4,113,4,HIGH
Jachie Pramso Senior Higs,,259,1,1,1,LOW
Jachie Pramso senior high,,258,1,1,1,LOW
Jack & Jill School,2020-04,256,1,1,1,LOW
Jack & Jill School,,257,1,1,1,LOW
Jacobu Senior High Technical,,259,1,1,1,LOW
Jacobu Senior High/Technical School,,262,1,1,1,LOW
Jairo Preparatory School,2024-12,253|254|255|256,4,7,4,LOW
James,,5,1,1,1,LOW
Jasico,,316,1,1,1,LOW
Jaskos Data Limited,,348,1,1,1,LOW
Jay@2024,2025-06,600,1,1,1,LOW
Jay@2024,2025-08,601,1,1,1,LOW
Jay@2024,2025-12,600|601,2,1,2,LOW
Jeresah,,259,1,1,1,LOW
Jesse Academy,,258,1,1,1,LOW
Jesus Generation School,2025-05,253|354,2,1,2,LOW
Jhs 2,,25,1,1,1,LOW
Jhs 2,,256,1,1,1,LOW
Jhs3,,253,1,2,1,LOW
Johnn Haavad School,,259,1,1,1,LOW
Jomoro Rural Bank,2024-01,520|521|522|523|524|525|526|527|528|529|530|531|532|533|534,15,1,4,LOW
Jomoro Rural Bank,2025-04,520|521|528|530|531|534,6,1,4,LOW
Jomoro rural bank,2025-08,524,1,1,1,LOW
Jomoro rural bank,,531,1,1,1,LOW
Juaben,,259,1,1,1,LOW
Juaben Rural Bank,2026-04,520,1,1,1,LOW
Juaben Rural Bank,2026-06,580,1,1,1,LOW
Juaben Senior high school,,258,1,1,1,LOW
Juaben Senior high school,,258|262|263|329,4,1,4,LOW
Juaben Senior high school,,259|260,2,1,2,LOW
Juaben Senior high school,,373,1,1,1,LOW
Juaso Snr High school,,255,1,1,1,LOW
Juaso senior high,,263,1,1,1,LOW
Junior High,,255,1,1,1,LOW
Junior High,,256,1,2,1,LOW
Junior High,,256|360,2,1,2,LOW
Junior High,,259,1,1,1,LOW
Junior High,,262,1,1,1,LOW
Justice Tetteh,,261,1,1,1,LOW
K.K.T,2022-01,352,1,1,1,LOW
K.K.T,,259,1,1,1,LOW
"K.S.H.T.S., Kumasi",,259,1,1,1,LOW
K.S.T.S,,259,1,1,1,LOW
KAASEMAN RURAL BANK LIMITED,2023-08,520,1,3,1,LOW
KAASEMAN RURAL BANK LIMITED,2025-11,520,1,1,1,LOW
KAASEMAN RURAL BANK LIMITED,2026-04,520,1,1,1,LOW
KAASEMAN RURAL BANK LIMITED,2026-06,580,1,2,1,LOW
KAASEMAN RURAL BANK LIMITED,,522|523|525|531,4,1,4,LOW
KAASEMAN RURAL BANK LTD.,2025-08,356,1,1,1,LOW
KAASEMAN RURAL BANK LTD.,2025-09,520,1,1,1,LOW
KAASEMAN RURAL BANK LTD.,2025-09,520|530,2,1,2,LOW
KAASEMAN RURAL BANK LTD.,2025-11,520,1,83,1,LOW
KAASEMAN RURAL BANK LTD.,2025-11,520|531,2,1,2,LOW
KAASEMAN RURAL BANK LTD.,2026-03,583,1,4,1,LOW
KAASEMAN RURAL BANK LTD.,2026-04,520,1,30,1,LOW
KAASEMAN RURAL BANK LTD.,2026-06,580,1,66,1,LOW
KAASEMAN RURAL BANK LTD.,,356|525,2,1,2,LOW
KAASEMAN RURAL BANK LTD.,,520,1,1,1,LOW
KAASEMAN RURAL BANK LTD.,,531|534|581,3,1,3,LOW
KAJAI SENIOR HIGH SCHOOL,2026-02,596|597|598|599,4,1,4,LOW
KAJAI SENIOR HIGH SCHOOL,2026-03,596|597|598|599,4,1,4,LOW
KAJAJ SENIOR HIGH SCHOOL,2026-02,339|596|597|598|599,5,1,4,LOW
KAJAJ SENIOR HIGH SCHOOL,2026-02,596|597|598|599,4,1,4,LOW
KAJAJ SENIOR HIGH SCHOOL,2026-03,596|597|598|599,4,2,4,LOW
KAJAJ SENIOR HIGH SCHOOL,,22|347,2,1,2,LOW
KAJAJI,2026-02,596|597|598|599,4,7,4,LOW
KAJAJI,2026-03,596|597|598|599,4,7,4,LOW
KAJAJI,,224|253|259|596,4,1,4,LOW
KAJAJI,,596|597|598,3,1,3,LOW
KAJAJI SENIOR HIGH Schhol,2026-02,596|597|598|599,4,1,4,LOW
KAJAJI SENIOR HIGH Schhol,2026-03,596|597|598|599,4,1,4,LOW
KAJAJI SENOIR HIGH SCHOOLS,2026-02,599,1,1,1,LOW
KAJAJI SENlOR HlGH SCHOOL,2026-02,596|597|598|599,4,2,4,LOW
KAJAJI SENlOR HlGH SCHOOL,2026-03,596|597|598|599,4,2,4,LOW
KAJASS,,596|599,2,1,2,LOW
KAJIJI SERIOR HIGHT SCHOOL,2026-02,596|597|598|599,4,1,4,LOW
KAJIJI SERIOR HIGHT SCHOOL,2026-03,596|597|598|599,4,1,4,LOW
KAJIJI Serior Hight School,2026-02,599,1,1,1,LOW
KAKAI SENIOR HIGH SCHOOL,2026-02,596|597|598|599,4,1,4,LOW
KAKAI SENIOR HIGH SCHOOL,2026-03,596|597|598|599,4,1,4,LOW
KAKUM RURAL BANK.,2025-11,520,1,12,1,LOW
KAKUM RURAL BANK.,2026-06,580,1,10,1,LOW
KASS,2021-07,259,1,1,1,LOW
KDC,2022-10,375,1,1,1,LOW
KDC,,2|224|258,3,1,3,LOW
KEEA,,259,1,1,1,LOW
KIBI,,253,1,1,1,LOW
KIM,2024-04,339|404,2,1,2,LOW
KIM,,196|224|251|267|347|360|440|557|561,9,1,4,LOW
KINTAMPO RURAL BANK LIMITED,2023-08,520,1,1,1,LOW
KINTAMPO RURAL BANK LIMITED,2025-04,520|528|530,3,9,3,LOW
KINTAMPO RURAL BANK LIMITED,2025-04,520|530,2,7,2,LOW
KINTAMPO RURAL BANK LIMITED,2025-11,520,1,3,1,LOW
KINTAMPO RURAL BANK LIMITED,2026-04,520,1,2,1,LOW
