institute_std,subscription_start_month,class_bundle_signature,class_count,learner_count,core_subject_count,bundle_confidence
Preby Senior high school,,535,1,1,1,LOW
Prem,,259,1,1,1,LOW
Premier College,,262,1,1,1,LOW
Prempeh,,258,1,1,1,LOW
Prempeh College,2020-03,263,1,1,1,LOW
Prempeh College,2020-04,258,1,1,1,LOW
Prempeh College,2020-04,258|329,2,1,2,LOW
Prempeh College,,173|263,2,1,2,LOW
Prempeh College,,25,1,2,1,LOW
Prempeh College,,255|259|260|262|289|373,6,1,4,LOW
Prempeh College,,257,1,1,1,LOW
Prempeh College,,258,1,3,1,LOW
Prempeh College,,258|259|262,3,1,3,LOW
Prempeh College,,258|292|329,3,1,3,LOW
Prempeh College,,258|329,2,1,2,LOW
Prempeh College,,259,1,7,1,LOW
Prempeh College,,259|260|359,3,1,3,LOW
Prempeh College,,259|263,2,1,2,LOW
Prempeh College,,262,1,2,1,LOW
Prempeh College,,263,1,2,1,LOW
Prempeh College,,263|329,2,1,2,LOW
Prempeh College,,329,1,1,1,LOW
Prempeh College,,373,1,1,1,LOW
Prempeh College,,395,1,1,1,LOW
Presby,,262,1,1,1,LOW
Presby boys,,262,1,1,1,LOW
Presbyterian Boy's Secondary school Legon,,261|263|292,3,1,3,LOW
Presbyterian Boys SHS,,258,1,1,1,LOW
Presbyterian Boys Senior High School,,237|258|261,3,1,3,LOW
Presbyterian Boys Shs,,262,1,1,1,LOW
Presbyterian Boys' SHS,,258,1,1,1,LOW
Presbyterian Boys' Secondary School Legon,,259|260,2,1,2,LOW
"Presbyterian Secondary Boys School,Legon",,259,1,1,1,LOW
Presbyterian Senior High,,259|262,2,1,2,LOW
Presbyterian Senior High School,,259,1,1,1,LOW
"Presbyterian Senior High School,La",,260,1,1,1,LOW
Presbyterian Senior High-,,263,1,1,1,LOW
Presbyterian University College,2025-11,352,1,1,1,LOW
Presbyterian University College,,391,1,1,1,LOW
Presbyterian Women's Model,2024-12,253|254|255|256,4,23,4,MEDIUM
Presbyterian boys senior high,,259,1,1,1,LOW
Presbyterian boys' second,,258,1,1,1,LOW
Presbyterian boys(legon),,263,1,1,1,LOW
Presbyterian senior high,,259,1,1,1,LOW
Presbyterian senior high,,373,1,1,1,LOW
Presbyterian senior high School,,395|596,2,1,2,LOW
Presbyterian senior high school,,262,1,1,1,LOW
Presbyterian senior high school begoro,,259,1,1,1,LOW
Presec Legon,2020-01,327,1,1,1,LOW
Presec Legon,2020-01,327|329,2,1,2,LOW
Presec Legon,2020-02,258,1,1,1,LOW
Presec Legon,2020-03,258,1,2,1,LOW
Presec Legon,2020-03,259,1,1,1,LOW
Presec Legon,2020-03,259|262,2,1,2,LOW
Presec Legon,2020-03,262,1,2,1,LOW
Presec Legon,2020-03,327|329,2,1,2,LOW
Presec Legon,2020-04,262,1,1,1,LOW
Presec Legon,2020-04,262|263|329,3,1,3,LOW
Presec Legon,2020-04,327,1,2,1,LOW
Presec Legon,2020-04,327|329,2,1,2,LOW
Presec Legon,,25,1,2,1,LOW
Presec Legon,,253|254|255|258|259|261|262|263|329,9,1,4,LOW
Presec Legon,,253|288,2,1,2,LOW
Presec Legon,,258,1,5,1,LOW
Presec Legon,,258|373,2,1,2,LOW
Presec Legon,,259,1,9,1,LOW
Presec Legon,,259|263,2,1,2,LOW
Presec Legon,,259|292,2,1,2,LOW
Presec Legon,,25|258|261|262|373,5,1,4,LOW
Presec Legon,,25|263|329,3,1,3,LOW
Presec Legon,,260,1,1,1,LOW
Presec Legon,,262,1,3,1,LOW
Presec Legon,,262|263,2,2,2,LOW
Presec Legon,,263,1,3,1,LOW
Presec Legon,,327,1,1,1,LOW
Presec Legon,,329,1,1,1,LOW
Presec Legon,,373,1,1,1,LOW
Presec Legon,,395,1,1,1,LOW
Presec Legon,,5,1,1,1,LOW
Presec Tema,,259,1,1,1,LOW
Presec Teshie,,259,1,1,1,LOW
"Presec,osu",,259,1,1,1,LOW
Presec-Teshie,,258,1,1,1,LOW
Preset pacesetters,,259,1,1,1,LOW
Preset shs,2022-07,260|261|262|289|373|426,6,1,4,LOW
Preset shs,2022-08,259,1,1,1,LOW
Preset shs,,262,1,1,1,LOW
Pressec staff,,253|255|256|262,4,1,4,LOW
Prestech,,258,1,1,1,LOW
Prestech,,263,1,1,1,LOW
PrettyUp,,360,1,1,1,LOW
Prima Academy,2024-12,253|254|255|256,4,79,4,MEDIUM
Prince Of Peace Methodist Church,2021-12,253|254|255|256,4,1,4,LOW
Prince Of Peace Methodist Church,2021-12,259|260|261|262,4,2,4,LOW
Prince Of Peace Methodist Church,2021-12,259|261|262,3,1,3,LOW
Prince Of Peace Methodist Church,2021-12,260|261,2,1,2,LOW
Prince Of Peace Methodist Church,2022-01,253|254|255|256,4,1,4,LOW
Prince Of Peace Methodist Church,2022-01,262,1,1,1,LOW
Prince Of Peace Methodist Church,,255,1,1,1,LOW
Prince Of Peace Methodist Church,,259|260,2,1,2,LOW
Prince Of Peace Methodist Church,,259|260|261|262,4,3,4,LOW
Prince Of Peace Methodist Church,,259|262,2,1,2,LOW
Prince Of Peace Methodist Church,,25|259|260|261|292|373|426|435|436,9,1,4,LOW
Prince Of Peace Methodist Church,,263,1,1,1,LOW
Prince Of Peace Methodists Church,2021-12,259|260|261|262,4,2,4,LOW
Prince Of Peace Methodists Church,,262,1,1,1,LOW
Prince Of Peace Methodists Church,,292|435,2,1,2,LOW
Prince malaika GH ltd,,259|265,2,1,2,LOW
Prince of Peace R/C Basic,,253|256,2,1,2,LOW
Priscy Konadu,2021-10,352,1,1,1,LOW
Private,2020-06,340|352|391,3,1,3,LOW
Private,2023-09,403,1,1,1,LOW
Private,,219|225|230|25|253|254|255|258|259|261|262|267|271|277|339|347|395,17,1,4,LOW
Private,,259,1,1,1,LOW
Private,,259|261|262,3,1,3,LOW
Private,,263,1,1,1,LOW
Private candidate,,259,1,1,1,LOW
Prof Educational consultancy,2025-05,254,1,1,1,LOW
Prof Educational consultancy,2025-10,596|624,2,1,2,LOW
Prof Educational consultancy,2025-10,624,1,1,1,LOW
Prof Educational consultancy,2025-11,629,1,2,1,LOW
Prof Educational consultancy,,255|360|623|626|627,5,1,4,LOW
Prof Educational consultancy,,535|599,2,1,2,LOW
Purdue university,,259,1,1,1,LOW
Pusiga,2020-03,259,1,1,1,LOW
Pusiga,2020-04,262,1,1,1,LOW
Pusiga,,258,1,1,1,LOW
Queen of Peace Senior High School,,327,1,1,1,LOW
Queen of peace shs,,259,1,1,1,LOW
Queensland int school,2020-03,255,1,1,1,LOW
Queensland int school,,255,1,1,1,LOW
Quiz,,253|373,2,1,2,LOW
"R
Ark Academy",2020-08,375,1,1,1,LOW
"R
Ark Academy",,353|354|411,3,1,3,LOW
RAS,,25|259,2,1,2,LOW
REDAN BUSINESS AND VOCATIONAL INSTITUTE,,288,1,1,1,LOW
RICH POWER institution,,347,1,1,1,LOW
ROYAL ACADEMY,2024-12,253|254|255|256,4,7,4,LOW
Radford University College,,259,1,1,1,LOW
Radiant Star Internationa,,262,1,1,1,LOW
Ramat Polytechnic Maiduguri,,348,1,1,1,LOW
Ramseyer,,253,1,1,1,LOW
Real Amass,,258,1,1,1,LOW
Real Amass,,259,1,1,1,LOW
Real Amass,,262,1,1,1,LOW
Reeva Services,,549,1,1,1,LOW
Regent University of science and technology,,58,1,1,1,LOW
Regional Maritime Univers,,259,1,1,1,LOW
Regional Maritime University,,258,1,1,1,LOW
Republican committee of the trade union of industrial manufacturers of Tajikistan “Tajiksanoat”,,261,1,1,1,LOW
Research academy,,253,1,1,1,LOW
Resurrection Presby School ,2024-12,253|254|255|256,4,96,4,MEDIUM
Resurrection Presby School ,,267,1,1,1,LOW
Resurrection Presby School ,,274,1,1,1,LOW
Retail Academy Africa,,507,1,1,1,LOW
Retail Academy Ghana,,507,1,1,1,LOW
Rev. Alec jones,,255,1,1,1,LOW
Rhema Salvation preparatory School,,255,1,1,1,LOW
Richland College,,29,1,1,1,LOW
Right to Dream,,259,1,1,1,LOW
Rising Sun,,353,1,1,1,LOW
Rivers State University,2025-09,590,1,1,1,LOW
Rivers State University,,288,1,1,1,LOW
Rivers state university,,273,1,1,1,LOW
Robert memorial,,253,1,1,1,LOW
Robert memorial,,256,1,1,1,LOW
Roman Catholic school,,25|265|409|428,4,1,4,LOW
Roman chatlic,,353,1,1,1,LOW
Rosharon Montessori,,255,1,1,1,LOW
Royal Complex,,253,1,1,1,LOW
Royal Mikri Microfinance Limited,2026-01,580,1,1,1,LOW
Royal Open University,,288,1,1,1,LOW
Royal Standard,2020-07,352,1,1,1,LOW
Royal Standard,,253|274,2,1,2,LOW
Royal diadem school,,253|332,2,1,2,LOW
Royals senior high school,,259,1,1,1,LOW
Ruth Academy,2024-12,253|254|255|256,4,40,4,MEDIUM
S,,258|263,2,1,2,LOW
S.D. A. Basic School,,255,1,1,1,LOW
S.D.A. Senior High School,,258,1,1,1,LOW
S.H.S,2020-04,259,1,1,1,LOW
S.H.S,,258,1,2,1,LOW
S.H.S,,258|259,2,3,2,LOW
S.H.S,,258|259|261|262|263|277|329,7,1,4,LOW
S.H.S,,258|261,2,1,2,LOW
S.H.S,,259,1,9,1,LOW
S.H.S,,259|260|261|262|289|373,6,1,4,LOW
S.H.S,,259|261,2,1,2,LOW
S.H.S,,260|262|316,3,1,3,LOW
S.H.S,,261|262,2,1,2,LOW
S.H.S,,262,1,2,1,LOW
S.H.S,,263,1,2,1,LOW
S.H.S,,373,1,1,1,LOW
S.H.S 1,,258,1,1,1,LOW
S.I.S,,25,1,1,1,LOW
S.S.S,,262,1,1,1,LOW
S.d.a senior high,,259,1,1,1,LOW
SAINT JAMES SEMINARY,,258,1,1,1,LOW
SAP’s School,,225|253|254|255|256,5,1,4,LOW
SAVELUGU SENIOR HIGH SCH.,2020-03,258|259|260|261|262|263|289|291|373,9,1,4,LOW
SAVELUGU SENIOR HIGH SCH.,2020-04,259,1,1,1,LOW
SAVIOR'S KINGDOM ACADEMY,2024-12,253|254|255|256,4,51,4,MEDIUM
SAWLA D/A JHS,2021-11,253|254|255|256|257,5,1,4,LOW
SBC,2022-07,514,1,1,1,LOW
SBC,,259,1,1,1,LOW
SDA BASIC,,262,1,1,1,LOW
SDA bekwai,,259,1,1,1,LOW
SDA college of Education,,265|332|395,3,1,3,LOW
SDA senior high school Ko,,259,1,1,1,LOW
SDA senior high school.Ag,,259|262,2,1,2,LOW
SDASS,,258|262,2,1,2,LOW
SEDASS,,258|259|262|395,4,1,4,LOW
SEFWIMAN RURAL BANK,2024-01,520|521|522|523|524|525|526|527|528|529|530|531|532|533|534,15,1,4,LOW
SEFWIMAN RURAL BANK,2026-02,520,1,1,1,LOW
SEFWIMAN RURAL BANK,2026-04,520,1,1,1,LOW
SEFWIMAN RURAL BANK,2026-05,534,1,1,1,LOW
SEFWIMAN RURAL BANK,2026-06,580,1,2,1,LOW
SEFWIMAN RURAL BANK,,520,1,1,1,LOW
SEFWIMAN RURAL BANK LTD.,2023-08,520,1,3,1,LOW
SEFWIMAN RURAL BANK LTD.,2024-01,520|521|522|523|524|525|526|527|528|529|530|531|532|533|534,15,20,4,MEDIUM
SEFWIMAN RURAL BANK LTD.,2025-08,520,1,1,1,LOW
SEFWIMAN RURAL BANK LTD.,2026-01,520,1,50,1,LOW
SEFWIMAN RURAL BANK LTD.,2026-01,520|522,2,10,2,LOW
SEFWIMAN RURAL BANK LTD.,2026-01,520|522|531,3,9,3,LOW
SEFWIMAN RURAL BANK LTD.,2026-01,522|531,2,2,2,LOW
SEFWIMAN RURAL BANK LTD.,2026-02,520,1,13,1,LOW
SEFWIMAN RURAL BANK LTD.,2026-02,520|521|525|531,4,2,4,LOW
SEFWIMAN RURAL BANK LTD.,2026-02,520|522|523|524|525|527|528|531,8,1,4,LOW
SEFWIMAN RURAL BANK LTD.,2026-02,520|522|530|531|533,5,1,4,LOW
SEFWIMAN RURAL BANK LTD.,2026-02,520|522|531,3,1,3,LOW
SEFWIMAN RURAL BANK LTD.,2026-02,520|524|531,3,1,3,LOW
SEFWIMAN RURAL BANK LTD.,2026-02,520|527,2,1,2,LOW
SEFWIMAN RURAL BANK LTD.,2026-02,520|528|531|532,4,1,4,LOW
SEFWIMAN RURAL BANK LTD.,2026-04,520,1,20,1,LOW
SEFWIMAN RURAL BANK LTD.,2026-04,520|522|531,3,1,3,LOW
SEFWIMAN RURAL BANK LTD.,2026-05,534,1,9,1,LOW
SEFWIMAN RURAL BANK LTD.,2026-06,580,1,72,1,LOW
SEFWIMAN RURAL BANK LTD.,,25,1,1,1,LOW
SEFWIMAN RURAL BANK LTD.,,253,1,1,1,LOW
SEFWIMAN RURAL BANK LTD.,,265|332,2,1,2,LOW
SEFWIMAN RURAL BANK LTD.,,356,1,1,1,LOW
SEKYERE RURAL BANK LIMITED,2025-08,520,1,1,1,LOW
SEKYERE RURAL BANK LIMITED,2026-06,580,1,1,1,LOW
SEKYERE RURAL BANK LIMITED,,520|530,2,1,2,LOW
SEKYERE RURAL BANK LIMITED,,522,1,1,1,LOW
SEKYERE RURAL BANK LTD.,2026-06,580,1,1,1,LOW
SEKYERE RURAL BANK LTD.,,520,1,1,1,LOW
SENIOR HIGH SCHOLL,,259,1,1,1,LOW
SENIOR HIGH School From 3,,255|261,2,1,2,LOW
SEO Africa,,344,1,1,1,LOW
SG GH,,259|268,2,1,2,LOW
SHOWERS OF BLESSING,2024-12,253|254|255|256,4,7,4,LOW
SHS  Schools,2020-03,262,1,1,1,LOW
SHS 1,,259,1,1,1,LOW
SHS 2,,259,1,1,1,LOW
SHS Graduate,,259|348,2,1,2,LOW
SHS School,,258,1,1,1,LOW
SHS final year,,261,1,1,1,LOW
SHS one,,258|259|262|373,4,1,4,LOW
SHS students,,327,1,1,1,LOW
SHS(Archbishop Porter Girls Senior High school),2020-04,329,1,1,1,LOW
SHS(Archbishop Porter Girls Senior High school),,258|262|329,3,1,3,LOW
SHS(Senior High School),2020-03,259|261|262|263,4,1,4,LOW
SHS(Senior High School),,262,1,1,1,LOW
"SHS,JHS",2020-03,259,1,1,1,LOW
"SHS,JHS",,254,1,1,1,LOW
SHS1,,599,1,1,1,LOW
SHS3,2020-03,263|329,2,1,2,LOW
SHS3,2020-04,329,1,1,1,LOW
SHS3,,259|263,2,1,2,LOW
SHSchool,,259,1,1,1,LOW
SILICON VALLEY,2020-04,253|254|255|256|273|274|353,7,1,4,LOW
SILICON VALLEY,,251|292,2,1,2,LOW
SILICON VALLEY,,255,1,1,1,LOW
SISSALA RURAL BANK LIMITED,2023-08,520,1,1,1,LOW
SISSALA RURAL BANK LIMITED,2024-01,520|521|522|523|524|525|526|527|528|529|530|531|532|533|534,15,12,4,LOW
SISSALA RURAL BANK LIMITED,2025-04,520|521|528|530|531|534,6,1,4,LOW
SISSALA RURAL BANK LIMITED,2025-08,356|531,2,1,2,LOW
SISSALA RURAL BANK LIMITED,2025-10,530|531,2,1,2,LOW
SISSALA RURAL BANK LIMITED,2026-06,580,1,7,1,LOW
SOLID FOUNDATION ACADEMY,2024-12,253|254|255|256,4,84,4,MEDIUM
SONZELE RURAL BANK LTD.,2025-04,520|528|530,3,2,3,LOW
SONZELE RURAL BANK LTD.,2025-05,520|528|530,3,15,3,LOW
SONZELE RURAL BANK LTD.,2025-08,356|520,2,1,2,LOW
SONZELE RURAL BANK LTD.,2025-10,520,1,1,1,LOW
SONZELE RURAL BANK LTD.,2025-11,520,1,23,1,LOW
SONZELE RURAL BANK LTD.,2025-11,520|525,2,1,2,LOW
SONZELE RURAL BANK LTD.,2026-04,520,1,14,1,LOW
SONZELE RURAL BANK LTD.,2026-06,580,1,27,1,LOW
SONZELE RURAL BANK LTD.,,237|332|552,3,1,3,LOW
SONZELE RURAL BANK LTD.,,267|344|522|524|531,5,1,4,LOW
SONZELE RURAL BANK LTD.,,356,1,1,1,LOW
SONZELE RURAL BANK LTD.,,391,1,1,1,LOW
SONZELE RURAL BANK LTD.,,520,1,2,1,LOW
SONZELE RURAL BANK LTD.,,580,1,1,1,LOW
SONZELE RURAL BANK PLC,2024-01,520|521|522|523|524|525|526|527|528|529|530|531|532|533|534,15,1,4,LOW
SONZELE RURAL BANK PLC,2025-05,520|528|530,3,1,3,LOW
SONZELE RURAL BANK PLC,2025-09,356,1,1,1,LOW
SONZELE RURAL BANK PLC,2026-04,520,1,1,1,LOW
SOS HGIC,,12|225|25,3,1,3,LOW
SOUTH AKIM RURAL BANK LTD.,2023-08,520,1,2,1,LOW
SOUTH AKIM RURAL BANK LTD.,2024-01,520|521|522|523|524|525|526|527|528|529|530|531|532|533|534,15,2,4,LOW
SOUTH AKIM RURAL BANK LTD.,2025-04,520,1,1,1,LOW
SOUTH AKIM RURAL BANK LTD.,2025-04,520|521|528|530|531|534,6,2,4,LOW
SOUTH AKIM RURAL BANK LTD.,2025-05,405,1,1,1,LOW
SOUTH AKIM RURAL BANK LTD.,2025-05,520|528|530,3,115,3,MEDIUM
SOUTH AKIM RURAL BANK LTD.,2025-08,356|520|524,3,2,3,LOW
SOUTH AKIM RURAL BANK LTD.,2025-08,356|520|524|531|534|583,6,1,4,LOW
SOUTH AKIM RURAL BANK LTD.,2025-09,520,1,1,1,LOW
SOUTH AKIM RURAL BANK LTD.,2025-10,520,1,13,1,LOW
SOUTH AKIM RURAL BANK LTD.,2025-11,520,1,144,1,LOW
SOUTH AKIM RURAL BANK LTD.,2026-04,520,1,21,1,LOW
SOUTH AKIM RURAL BANK LTD.,2026-06,580,1,113,1,LOW
SOUTH AKIM RURAL BANK LTD.,,196|219|590,3,1,3,LOW
SOUTH AKIM RURAL BANK LTD.,,237|259|580|582,4,1,4,LOW
SOUTH AKIM RURAL BANK LTD.,,251|587,2,1,2,LOW
SOUTH AKIM RURAL BANK LTD.,,262,1,1,1,LOW
SOUTH AKIM RURAL BANK LTD.,,292|520,2,1,2,LOW
SOUTH AKIM RURAL BANK LTD.,,356|523|524|525,4,1,4,LOW
SOUTH AKIM RURAL BANK LTD.,,356|525,2,1,2,LOW
SOUTH AKIM RURAL BANK LTD.,,356|531,2,1,2,LOW
SOUTH AKIM RURAL BANK LTD.,,373,1,1,1,LOW
SOUTH AKIM RURAL BANK LTD.,,520,1,17,1,LOW
SOUTH AKIM RURAL BANK LTD.,,522,1,1,1,LOW
SOUTH AKIM RURAL BANK LTD.,,522|524|525|531,4,1,4,LOW
SOUTH AKIM RURAL BANK LTD.,,522|531,2,2,2,LOW
SOUTH AKIM RURAL BANK LTD.,,524,1,1,1,LOW
SOUTH AKIM RURAL BANK LTD.,,524|531,2,1,2,LOW
SOUTH AKIM RURAL BANK LTD.,,526,1,2,1,LOW
SOUTH AKIM RURAL BANK LTD.,,531,1,4,1,LOW
SOUTH AKIM RURAL BANK LTD.,,580,1,3,1,LOW
SOUTH AKIM RURAL BANK LTD.,,582,1,1,1,LOW
SOUTH BIRIM RURAL BANK LTD.,2023-08,520,1,2,1,LOW
SOUTH BIRIM RURAL BANK LTD.,2024-01,520|521|522|523|524|525|526|527|528|529|530|531|532|533|534,15,6,4,LOW
SOUTH BIRIM RURAL BANK LTD.,2025-10,520,1,6,1,LOW
SOUTH BIRIM RURAL BANK LTD.,2025-11,520,1,89,1,LOW
SOUTH BIRIM RURAL BANK LTD.,2025-12,520,1,2,1,LOW
SOUTH BIRIM RURAL BANK LTD.,2026-06,580,1,64,1,LOW
SOUTH BIRIM RURAL BANK LTD.,,356,1,1,1,LOW
SSL,,267,1,1,1,LOW
ST Agustine College.,2020-03,263,1,1,1,LOW
ST Agustine College.,,259|263,2,1,2,LOW
ST. Johns minor seminary,,360,1,1,1,LOW
ST. LOUIS,,259,1,1,1,LOW
ST. MICHAELS,,259|262,2,1,2,LOW
ST. STEPHEN'S SCHOOL,,259,1,1,1,LOW
STAR,,250|259|549,3,1,3,LOW
STAR ASSURANCE,2025-12,601,1,1,1,LOW
STAR ASSURANCE,,196|549,2,1,2,LOW
STAR ASSURANCE,,219|250|288,3,1,3,LOW
STAR ASSURANCE,,250,1,1,1,LOW
STAR ASSURANCE,,395,1,1,1,LOW
STAR ASSURANCE,,549,1,4,1,LOW
STARIFE,2026-03,600,1,1,1,LOW
STARLIFE ASSURANCE COMPANY LIMITED,2025-06,600,1,2,1,LOW
STARLIFE ASSURANCE COMPANY LIMITED,2025-08,601,1,6,1,LOW
STARLIFE ASSURANCE COMPANY LIMITED,2025-09,600,1,2,1,LOW
STARLIFE ASSURANCE COMPANY LIMITED,2025-12,600,1,1,1,LOW
STARLIFE ASSURANCE COMPANY LIMITED,2025-12,600|601,2,3,2,LOW
STARLIFE ASSURANCE COMPANY LIMITED,2025-12,601,1,8,1,LOW
STARLIFE ASSURANCE COMPANY LIMITED,2026-03,600,1,3,1,LOW
STARLIFE ASSURANCE COMPANY LIMITED,,251,1,1,1,LOW
STARLIFE ASSURANCE COMPANY LIMITED,,260|595,2,1,2,LOW
STARLIFE ASSURANCE COMPANY LIMITED,,549,1,1,1,LOW
STARLIFE ASSURANCE COMPANY LTD,2025-08,601,1,1,1,LOW
STARLIFE ASSURANCE COMPANY LTD,2025-09,600,1,1,1,LOW
STARLIFE ASSURANCE COMPANY LTD,2025-12,600,1,1,1,LOW
STARLIFE ASSURANCE COMPANY LTD,2025-12,600|601,2,1,2,LOW
STARLIFE ASSURANCE COMPANY LTD,2026-03,600,1,1,1,LOW
STARLIFE ASSURANCE SANTASI,2026-01,601,1,1,1,LOW
STARLIFE COMPANY,2025-08,601,1,1,1,LOW
STARLIFE COMPANY,2025-12,600,1,1,1,LOW
STARLIFE COMPANY,2025-12,600|601,2,1,2,LOW
STARLIFE COMPANY,2026-03,600,1,1,1,LOW
STFK LEDALERO,,175,1,1,1,LOW
SUBIN AKWABOSO RURAL BANK LTD.,2025-04,520|521|528|530|531|534,6,7,4,LOW
SUBIN AKWABOSO RURAL BANK LTD.,2025-08,520|521|522|524|525|527|528|530|531|532|534,11,7,4,LOW
SUBIN AKWABOSO RURAL BANK LTD.,2025-08,522,1,1,1,LOW
SUBIN AKWABOSO RURAL BANK LTD.,2025-10,520,1,1,1,LOW
SUBIN AKWABOSO RURAL BANK LTD.,2025-10,527,1,1,1,LOW
SUBIN AKWABOSO RURAL BANK LTD.,2025-11,520,1,14,1,LOW
SUBIN AKWABOSO RURAL BANK LTD.,2026-04,520,1,20,1,LOW
SUBIN AKWABOSO RURAL BANK LTD.,2026-06,580,1,12,1,LOW
SUBIN AKWABOSO RURAL BANK LTD.,,267,1,1,1,LOW
SUBIN AKWABOSO RURAL BANK LTD.,,356|524|525|531,4,1,4,LOW
SUBIN AKWABOSO RURAL BANK LTD.,,520,1,1,1,LOW
SUBIN AKWABOSO RURAL BANK LTD.,,524|530|531,3,1,3,LOW
SUBIN AKWABOSO RURAL BANK LTD.,,632,1,1,1,LOW
SUMA RURAL BANK LTD.,2023-08,520,1,1,1,LOW
SUMA RURAL BANK LTD.,2024-01,520|521|522|523|524|525|526|527|528|529|530|531|532|533|534,15,2,4,LOW
SUMA RURAL BANK LTD.,2025-04,520|528,2,16,2,LOW
SUMA RURAL BANK LTD.,2025-04,528,1,1,1,LOW
SUMA RURAL BANK LTD.,2025-06,520|528|530,3,43,3,MEDIUM
SUMA RURAL BANK LTD.,2025-08,520,1,1,1,LOW
SUMA RURAL BANK LTD.,2025-08,520|528|534,3,1,3,LOW
SUMA RURAL BANK LTD.,2025-10,520,1,2,1,LOW
SUMA RURAL BANK LTD.,2025-11,520,1,7,1,LOW
SUMA RURAL BANK LTD.,2025-11,583,1,1,1,LOW
SUMA RURAL BANK LTD.,2026-04,520,1,1,1,LOW
SUMA RURAL BANK LTD.,2026-06,580,1,26,1,LOW
SUMA RURAL BANK LTD.,,253|395,2,1,2,LOW
SUMA RURAL BANK LTD.,,257|535,2,1,2,LOW
SUMA RURAL BANK LTD.,,267,1,1,1,LOW
SUMA RURAL BANK LTD.,,356,1,1,1,LOW
SUMA RURAL BANK LTD.,,395,1,1,1,LOW
SUMA RURAL BANK LTD.,,520,1,1,1,LOW
SUMA RURAL BANK LTD.,,530,1,1,1,LOW
SUMA RURAL BANK LTD.,,580,1,2,1,LOW
SUMA RURAL BANK LTD.,,593,1,1,1,LOW
SUMA RURAL BANK PLC,2025-06,520|528|530,3,1,3,LOW
SUMA RURAL BANK PLC,,356,1,1,1,LOW
SUSEC,,237,1,1,1,LOW
SUSEC,,261,1,1,1,LOW
SUTESCO,,373,1,1,1,LOW
SWEET MOTHER ACADEMY,2024-12,253|254|255|256,4,5,4,LOW
SWESBU,,259|373,2,1,2,LOW
SWESCO,,259,1,1,1,LOW
SWSBUS,,259,1,1,1,LOW
Sa Jos Tech,,259|262,2,1,2,LOW
Sacred Heart Senior High School,,256|259|262,3,1,3,LOW
Sacred Heart Technical Institute,,262,1,1,1,LOW
Saint Augustine's college,2020-03,258,1,1,1,LOW
Saint Augustines College,2020-03,260,1,1,1,LOW
Saint Augustines College,,260|263,2,1,2,LOW
Saint Hubert,,261,1,1,1,LOW
Saint James,,263,1,1,1,LOW
Saint James Seminary Senior High school,2020-03,329,1,1,1,LOW
Saint John Grammar,,225,1,1,1,LOW
Saint Mary's Boys' SHS,,258|292,2,1,2,LOW
Saint Mary's Boys' Senior,,225|259|271,3,1,3,LOW
Saint Mary's Boys' Senior High School,,258,1,1,1,LOW
Saint Roses,,329,1,1,1,LOW
Saint Roses Senior High S,,261|263,2,1,2,LOW
Saint mary's boys SHS,2020-03,352,1,1,1,LOW
Sajostech,,329,1,1,1,LOW
Sakafia,,395,1,1,1,LOW
Sakafia Islamic,,258,1,1,1,LOW
Sakumono School Complex,2020-03,253|255,2,1,2,LOW
Salaga Senior High School,2020-03,259,1,1,1,LOW
Salem Educational Centre,,257,1,1,1,LOW
Sambel academy,2020-03,256,1,1,1,LOW
Sambel academy,,256,1,2,1,LOW
Sammo shs,,259,1,1,1,LOW
Sanctuary college,,259|262,2,1,2,LOW
Sandema senior high school,,258|259,2,1,2,LOW
Sandema senior high tech,,262,1,1,1,LOW
Sang senior high school,,259,1,1,1,LOW
Sankore SHS,,258,1,1,1,LOW
Sankore SHS,,262,1,1,1,LOW
Santa Barbara,,254|256,2,1,2,LOW
Santa Monica college,,359,1,1,1,LOW
Santramor zorh MA BAsic s,,258,1,1,1,LOW
Savannah Hydraulic,2022-12,352,1,1,1,LOW
Savannah Hydraulic,,254|271|288|431|7,5,1,4,LOW
Saviors senior high school,,263|353,2,1,2,LOW
Saviour Church Nursing and Midwifery training college,2023-08,352,1,1,1,LOW
Saviour SHS,,262,1,1,1,LOW
Saviour shs,,255,1,1,1,LOW
Sawla Girls' Model JHS,2021-11,253|254|255|256|257,5,1,4,LOW
Sc,,263|329,2,1,2,LOW
Schoo,,263,1,1,1,LOW
School (Opoku Ware),2025-10,596|597|598|599,4,1,4,LOW
School (Opoku Ware),,327|352,2,1,2,LOW
School-Opoku Ware school,,263,1,1,1,LOW
Schooling,,194|224|253|267|336,5,1,4,LOW
Schooling,,258|262,2,2,2,LOW
Schooling,,259,1,1,1,LOW
Schools,,253,1,1,1,LOW
Schools,,259,1,1,1,LOW
Sec,,259,1,1,1,LOW
Seckondi,,327,1,1,1,LOW
Second cycle,,259,1,1,1,LOW
Second cycle institution,,258|262,2,1,2,LOW
Secondary,2020-03,258|259,2,1,2,LOW
Secondary,2020-03,258|260|261|262|289|373,6,1,4,LOW
Secondary,2020-03,259,1,2,1,LOW
Secondary,2020-03,263,1,1,1,LOW
Secondary,2020-04,260,1,1,1,LOW
Secondary,2020-04,373,1,1,1,LOW
Secondary,,206|289|316,3,1,3,LOW
Secondary,,224|237|251|259|262|267|288|339,8,1,4,LOW
Secondary,,25,1,1,1,LOW
Secondary,,253|259|261|289,4,1,4,LOW
