institute_std,learner_count,active_learner_count,class_count,attempt_count,avg_cas_proxy_score_pct,ready_subject_count,at_risk_subject_count,missing_institute_excluded_count,evidence_level,dq_warning_count
Odupongkpehe Rural Bank Ltd,1,1,1,2,97.34,1,0,0,VERY_LOW,1
Odupongkpehe Rural Bank PLC,3,3,1,5,96.27,1,0,0,LOW,5
Odupongkpehe Rural Bank Plc,1,1,1,2,92.0,1,0,0,VERY_LOW,2
Odupongkpehe rural bank,4,4,1,8,96.33,1,0,0,LOW,6
Odupongkpehe rural bank PLC,1,1,1,2,92.0,1,0,0,VERY_LOW,1
Odupongkpene Rural Bank,1,1,1,2,97.33,1,0,0,VERY_LOW,0
Oduponkpehe Rural Bank,1,1,1,2,92.0,1,0,0,VERY_LOW,2
Ofaakor ma jhs B,1,1,1,1,48.0,0,1,0,VERY_LOW,1
Offinso Community Bank,1,1,1,1,94.66,1,0,0,VERY_LOW,1
Offinso Community Bank PLC,3,3,1,3,95.55,1,0,0,VERY_LOW,0
Offinso Community Bank Plc,1,1,1,1,100.0,1,0,0,VERY_LOW,0
Offinso community bank,1,1,1,1,86.66,1,0,0,VERY_LOW,0
Offinso community bank PLC,1,1,1,1,94.66,1,0,0,VERY_LOW,1
Oguaa Senior HighTechnica,1,1,1,1,44.0,0,1,0,VERY_LOW,1
Okomfo Anokye Community Bank PLC,1,1,1,2,97.33,1,0,0,VERY_LOW,2
Okuapeman senior high,2,1,2,2,66.275,1,0,0,VERY_LOW,2
Okuapemman school,2,2,2,3,70.4,1,0,0,VERY_LOW,3
Okuas,1,1,1,2,92.0,1,0,0,VERY_LOW,2
Ola Girls Senior High-Ho,1,1,1,1,21.6,0,1,0,VERY_LOW,1
OpOku Ware School,1,1,1,1,60.0,0,0,0,VERY_LOW,0
Opoku,1,1,1,1,52.0,0,1,0,VERY_LOW,0
Opoku Ware,11,9,4,14,76.8325,3,0,0,LOW,3
Opoku Ware School,335,291,15,445,61.32133333333333,7,6,0,LOW,107
Opoku Ware school,22,12,7,33,61.354285714285716,3,3,0,LOW,5
Opoku ware,10,5,8,10,51.07625,1,3,0,VERY_LOW,4
Opoku ware School,1,1,1,1,52.0,0,1,0,VERY_LOW,1
Opoku ware school,14,12,8,21,66.26625,4,3,0,VERY_LOW,7
OpokuWare,2,1,2,2,72.0,1,0,0,VERY_LOW,0
OpokuWare School,2,3,2,2,80.0,2,0,0,VERY_LOW,0
OpokuWare school,1,1,1,1,84.0,1,0,0,VERY_LOW,0
OpokuWareSchool,1,2,1,1,68.0,0,0,0,VERY_LOW,0
Opuku Ware School,4,1,4,9,52.1875,0,3,0,VERY_LOW,5
Osei Tutu senior high school,3,2,3,3,62.52333333333333,1,1,0,VERY_LOW,3
Osei Tutu shs,1,1,1,1,84.0,1,0,0,VERY_LOW,1
Oti Boateng Senior High,2,1,2,2,80.8,1,0,0,VERY_LOW,0
Owass,2,4,2,2,59.0,0,1,0,VERY_LOW,2
Oxford Senior high school,1,1,1,1,36.0,0,1,0,VERY_LOW,1
PCE Demonstration,2,1,2,2,62.0,1,1,0,VERY_LOW,2
PEC,3,3,3,3,55.333333333333336,1,1,0,VERY_LOW,3
PNIS,1,1,1,3,53.33,0,1,0,LOW,1
"PNMTC, Bawku",2,2,1,2,66.2,0,0,0,VERY_LOW,2
PRESEC,1,1,1,1,76.0,1,0,0,VERY_LOW,1
PRESEC Legon,1,1,1,1,88.0,1,0,0,VERY_LOW,1
PRESEC-LEGON,2,1,2,3,88.8,2,0,0,VERY_LOW,3
PRINCEOFPEACEMETHODISTCHURCH,2,1,2,2,73.6,2,0,0,VERY_LOW,2
Pank senior high,1,1,1,1,24.0,0,1,0,VERY_LOW,1
Pantang NMTC,1,1,1,1,59.0,0,0,0,VERY_LOW,1
Pentecost Senior high,1,1,1,1,100.0,1,0,0,VERY_LOW,1
Pentecost university,2,2,1,2,71.2,1,0,0,VERY_LOW,1
Physics,1,1,1,1,52.0,0,1,0,VERY_LOW,1
Pope John Senior High,1,1,1,1,44.0,0,1,0,VERY_LOW,1
Pope John Senior High School And Minor Seminary,2,1,2,2,50.0,0,1,0,VERY_LOW,2
Pope John Senior High School and Minor Seminary,2,2,2,3,78.0,2,0,0,VERY_LOW,2
Presby shts Aburi,1,1,1,1,79.2,1,0,0,VERY_LOW,1
Presbyterian Boy's Secondary school Legon,1,1,1,1,68.0,0,0,0,VERY_LOW,1
"Presbyterian Secondary Boys School,Legon",4,1,4,6,56.5325,2,2,0,VERY_LOW,6
Presbyterian Senior High School Suhum,1,1,1,1,66.0,0,0,0,VERY_LOW,1
Presec,4,3,3,13,64.87666666666667,2,1,0,LOW,13
Presec Legon,1,1,1,1,60.0,0,0,0,VERY_LOW,1
Preset pacesetters shs,1,1,1,1,38.0,0,1,0,VERY_LOW,1
Preset shs,5,1,5,18,82.744,4,0,0,LOW,13
Pressec staff,1,1,1,1,66.0,0,0,0,VERY_LOW,1
PrettyUp,1,1,1,1,84.0,1,0,0,VERY_LOW,1
Prince Of  Peace Methodist  Church,3,1,3,22,81.27999999999999,2,0,0,LOW,6
Prince Of Peace Methodist Church,13,3,7,27,71.33571428571429,3,1,0,VERY_LOW,20
Prince Of Peace Methodists Church,9,2,6,23,70.325,4,1,0,VERY_LOW,13
Prince of Peace Methodist Church,12,3,7,21,60.90714285714286,2,2,0,VERY_LOW,12
Priscy Konadu,1,1,1,1,51.0,0,1,0,VERY_LOW,1
Private,1,1,1,2,36.4,0,1,0,VERY_LOW,2
Prof Educational Consultancy,2,1,2,2,52.0,0,1,0,VERY_LOW,1
RAS,1,1,1,1,36.0,0,1,0,VERY_LOW,1
Republican committee of the trade union of industrial manufacturers of Tajikistan “Tajiksanoat”,1,1,1,1,44.0,0,1,0,VERY_LOW,1
Royal diadem school,5,1,5,7,90.526,5,0,0,VERY_LOW,7
S H S,1,1,1,1,30.0,0,1,0,VERY_LOW,1
S.H.S,3,4,2,3,37.5,0,2,0,VERY_LOW,3
SAVELUGU SENIOR HIGH SCH.,1,1,1,1,58.0,0,0,0,VERY_LOW,0
SCHOOL,2,1,2,3,62.0,1,1,0,VERY_LOW,3
SEFWIMAN RURAL BANK,1,1,1,1,84.0,1,0,0,VERY_LOW,1
SEFWIMAN RURAL BANK LTD,7,7,1,11,94.18,1,0,0,LOW,7
SEFWIMAN RURAL BANK LTD.,87,87,1,89,94.01,1,0,0,HIGH,62
SHE,1,1,1,1,32.0,0,1,0,VERY_LOW,1
SHS,61,70,12,71,54.63583333333333,3,7,0,LOW,71
SHS 3,1,1,1,1,37.6,0,1,0,VERY_LOW,0
SHS Graduate,1,1,1,1,100.0,1,0,0,VERY_LOW,1
SISSALA RURAL BANK LIMITED,1,1,1,2,88.0,1,0,0,VERY_LOW,2
SJS,1,1,1,2,39.01,0,1,0,VERY_LOW,2
SONZELE RURAL BANK LTD.,42,42,1,70,89.41,1,0,0,HIGH,31
SONZELE RURAL BANK PLC,1,1,1,2,97.34,1,0,0,VERY_LOW,1
SOUTH AKIM RURAL BANK LTD.,170,171,1,309,93.58,1,0,0,HIGH,168
SOUTH AKIM RURAL BANK PLC,3,3,1,5,95.73,1,0,0,LOW,2
SOUTH BIRIM RURAL BANK LTD.,1,1,1,2,100.0,1,0,0,VERY_LOW,2
SPACO,1,1,1,1,42.0,0,1,0,VERY_LOW,1
STAR ASSURANCE,1,1,1,1,90.4,1,0,0,VERY_LOW,0
STARIFE,1,1,1,1,100.0,1,0,0,VERY_LOW,1
STARLIFE,7,8,2,12,90.5,2,0,0,LOW,8
STARLIFE ASSURANCE,6,5,2,8,91.33500000000001,2,0,0,LOW,7
STARLIFE ASSURANCE COMPANY,2,2,1,2,100.0,1,0,0,VERY_LOW,1
STARLIFE ASSURANCE COMPANY LIMITED,4,4,2,7,86.86500000000001,2,0,0,LOW,4
STARLIFE ASSURANCE COMPANY LTD,3,2,2,6,95.33500000000001,2,0,0,VERY_LOW,5
STARLIFE ASSURANCE SANTASI,1,1,1,1,93.6,1,0,0,VERY_LOW,1
STARLIFE Assurance,1,1,1,1,77.6,1,0,0,VERY_LOW,1
STARLIFE Assurance Company Limited,2,1,2,4,92.935,2,0,0,VERY_LOW,4
STARLIFE COMPANY,1,1,1,2,97.33,1,0,0,VERY_LOW,1
STARLIFE INSURANCE COMPANY,1,1,1,1,74.4,1,0,0,VERY_LOW,1
SUBIN AKWABOSO RURAL BANK LTD,8,8,1,15,100.6,1,0,0,LOW,9
SUBIN AKWABOSO RURAL BANK LTD.,14,14,1,18,93.63,1,0,0,MEDIUM,9
SUMA RURAL BANK LTD.,30,32,1,40,92.93,1,0,0,HIGH,28
SUMA RURAL BANK PLC,1,1,1,3,93.78,1,0,0,LOW,1
SWSBUS,1,1,1,1,64.0,0,0,0,VERY_LOW,1
Saint Roses Senior High S,1,1,1,1,64.8,0,0,0,VERY_LOW,1
Saviour Presby JHS,1,1,1,1,97.95,1,0,0,VERY_LOW,1
Sawla Girls' Model JHS,1,1,1,7,93.71,1,0,0,LOW,3
School,6,6,5,6,56.69199999999999,1,2,0,VERY_LOW,6
School (Opoku Ware),1,1,1,1,68.0,0,0,0,VERY_LOW,0
Secondary,6,5,4,6,50.5675,1,3,0,VERY_LOW,5
Secondary School,2,3,2,2,51.0,1,1,0,VERY_LOW,2
Secondary school,4,5,3,4,63.06666666666666,1,0,0,VERY_LOW,3
Sefwi Wiawso Nursing Training,1,1,1,4,75.43,1,0,0,LOW,1
Sefwi Wiawso Nursing Training College,2,2,1,3,69.6,0,0,0,VERY_LOW,3
Sefwi Wiawso nursing training college,1,1,1,3,45.38,0,1,0,LOW,3
Sefwi wiawso,2,2,1,4,75.05,1,0,0,LOW,4
Sefwi wiawso Nursing Trianing college,1,1,1,3,70.62,1,0,0,LOW,1
Sefwi wiawso Nursing training collage,1,1,1,2,56.0,0,0,0,VERY_LOW,0
Sefwi wiawso nursing Training College,1,1,1,2,95.2,1,0,0,VERY_LOW,2
Sefwi wiawso nursing training college,1,1,1,1,46.66,0,1,0,VERY_LOW,1
Sefwi-Wiawso Nursing Training,1,1,1,1,85.6,1,0,0,VERY_LOW,0
Sefwiman,1,1,1,1,100.0,1,0,0,VERY_LOW,0
Sefwiman Rural Bank PLC,1,1,1,1,97.34,1,0,0,VERY_LOW,1
Sefwiman Rural bank,1,1,1,1,89.34,1,0,0,VERY_LOW,1
Senior High School,21,18,9,29,70.16888888888889,5,3,0,VERY_LOW,29
Senior high school,13,17,7,15,58.51285714285715,4,3,0,VERY_LOW,15
Senior high school student,1,1,1,1,26.15,0,1,0,VERY_LOW,1
Serwaa Nyarko Girls,1,1,1,2,90.0,1,0,0,VERY_LOW,2
ShS,2,1,2,2,31.0,0,2,0,VERY_LOW,2
Shs,25,20,13,34,61.41923076923077,5,6,0,VERY_LOW,34
Sonzele rural bank,1,1,1,2,94.66,1,0,0,VERY_LOW,2
South Akim Community Bank PLC,1,1,1,1,92.0,1,0,0,VERY_LOW,0
South Akim Community Bank Plc,1,1,1,1,97.34,1,0,0,VERY_LOW,0
South Akim Rural Bank PLC,16,17,1,26,93.06,1,0,0,MEDIUM,13
South Akim Rural Bank Plc,3,2,2,5,90.0,2,0,0,VERY_LOW,3
South Akim rural bank plc,1,1,1,1,94.66,1,0,0,VERY_LOW,0
South akim,1,1,1,1,94.66,1,0,0,VERY_LOW,0
South akim rural Bank,1,1,1,1,92.0,1,0,0,VERY_LOW,1
South akim rural bank,1,1,1,1,97.34,1,0,0,VERY_LOW,1
St Augustine’s College,1,1,1,1,40.0,0,1,0,VERY_LOW,1
St James Seminary,1,1,1,1,72.0,1,0,0,VERY_LOW,1
St Johns Grammar,1,1,1,1,63.2,0,0,0,VERY_LOW,1
St Peters S.H.S,1,1,1,1,88.0,1,0,0,VERY_LOW,1
St Peters SHS,3,1,3,4,68.90333333333332,2,0,0,VERY_LOW,4
St Roses senior high school,1,1,1,1,84.0,1,0,0,VERY_LOW,1
St Thomas Aquinas senior high school,2,1,2,3,68.8,0,0,0,VERY_LOW,3
St. Andrews,4,1,4,4,84.0,4,0,0,VERY_LOW,1
St. Andrews 'A' JHS,1,1,1,1,96.0,1,0,0,VERY_LOW,1
St. Andrews Senior High School,1,1,1,1,61.43,0,0,0,VERY_LOW,1
St. Jerome senior high school,1,1,1,1,46.0,0,1,0,VERY_LOW,1
St.Augustine’s College,2,1,2,2,65.57,1,0,0,VERY_LOW,2
"St.Francis Xavier Junior seminary,",1,1,1,1,72.0,1,0,0,VERY_LOW,1
St.Louis Senior high school,2,1,2,2,31.8,0,2,0,VERY_LOW,2
St.Peter's Roman catholic,1,1,1,1,63.2,0,0,0,VERY_LOW,1
Star Life Assurance Limited,201,184,2,380,90.315,2,0,0,MEDIUM,193
StarLife,4,4,2,6,99.6,2,0,0,VERY_LOW,2
StarLife Assurance,33,29,3,54,83.00666666666667,3,0,0,MEDIUM,29
StarLife Assurance Limited,96,69,2,150,87.75999999999999,2,0,0,HIGH,110
StarLife Assurance Ltd,1,1,1,2,92.0,1,0,0,VERY_LOW,0
StarLife Assurance co.ltd,1,1,1,1,100.0,1,0,0,VERY_LOW,0
Starlife,11,14,2,14,91.465,2,0,0,LOW,9
Starlife Assurance,122,134,2,153,88.095,2,0,0,MEDIUM,100
Starlife Assurance Company,1,2,1,1,87.2,1,0,0,VERY_LOW,1
Starlife Assurance Company Limited,3,3,1,3,90.4,1,0,0,VERY_LOW,2
Starlife Assurance Company limited,1,1,1,1,77.6,1,0,0,VERY_LOW,1
Starlife Assurance Limited Company,1,1,1,1,90.4,1,0,0,VERY_LOW,1
Starlife Assurance TUC,1,1,1,1,87.2,1,0,0,VERY_LOW,1
Starlife Assurrance ltd,1,1,1,2,77.6,1,0,0,VERY_LOW,1
Starlife Insurance,2,2,2,3,100.0,2,0,0,VERY_LOW,2
Starlife assurance,3,3,1,4,94.4,1,0,0,LOW,3
Starlife assurance company,2,3,1,2,96.8,1,0,0,VERY_LOW,1
Starlife assurance company limited,1,1,1,1,55.2,0,0,0,VERY_LOW,0
Starlife insurance,1,1,1,1,96.8,1,0,0,VERY_LOW,1
Starlife insurance company,1,1,1,1,68.0,0,0,0,VERY_LOW,0
Starz College,1,1,1,1,28.0,0,1,0,VERY_LOW,1
Sterling College,1,1,1,1,23.2,0,1,0,VERY_LOW,1
Student,10,9,8,19,64.02625,4,3,0,VERY_LOW,19
Suhum Rural Bank,1,1,1,2,88.0,1,0,0,VERY_LOW,0
Suhum Rural Bank LTD.,18,18,1,25,90.61,1,0,0,MEDIUM,10
Suhum Rural Bank Limited,6,6,1,9,94.07,1,0,0,LOW,6
Suhum Senior High Technical School,1,1,1,1,80.0,1,0,0,VERY_LOW,1
Suhum junior high school,1,1,1,1,26.0,0,1,0,VERY_LOW,1
Suhum rural bank,1,1,1,1,92.0,1,0,0,VERY_LOW,0
Sunyani Senior High School,1,1,1,1,56.0,0,0,0,VERY_LOW,1
T.I Ahmadiyya Senior High school,1,1,1,1,46.0,0,1,0,VERY_LOW,1
TANO-ODUMASE METHODIST JHS,2,1,2,3,48.0,1,1,0,VERY_LOW,3
THE LORD'S STAR INTERNATIONAL SCHOOL,2,1,2,2,87.0,2,0,0,VERY_LOW,2
TIZAA COMMUNITY BANK PLC,1,1,1,2,96.0,1,0,0,VERY_LOW,2
TIZAA RURAL BANK LTD.,55,55,1,89,93.03,1,0,0,HIGH,52
TOENDE RURAL BANK LTD.,1,1,1,3,93.22,1,0,0,LOW,1
TUSK,3,2,3,8,88.0,3,0,0,VERY_LOW,5
TUSK FOUNDATION,17,13,14,19,66.43285714285715,5,5,0,VERY_LOW,15
Tadisco,1,1,1,1,80.0,1,0,0,VERY_LOW,1
Tamale Community Health Nurses Training Colly,1,1,1,1,100.0,1,0,0,VERY_LOW,1
Technical,3,2,2,3,44.0,0,2,0,VERY_LOW,3
Tema,1,1,1,1,24.8,0,1,0,VERY_LOW,1
Tema Regular Baptist Acad,1,1,1,1,80.0,1,0,0,VERY_LOW,0
The Ambitious Student Program,1,1,1,1,72.0,1,0,0,VERY_LOW,1
The Lord's Star Int. School,1,1,1,2,85.0,1,0,0,VERY_LOW,2
The Lord's Star International,3,1,3,3,71.86333333333333,2,1,0,VERY_LOW,3
The Lord's Star International School,4,1,4,8,80.4575,3,0,0,VERY_LOW,6
The lord's star school,4,1,4,12,81.785,3,0,0,VERY_LOW,5
Thryv Institute,1,1,1,1,92.0,1,0,0,VERY_LOW,1
Tijjaninya Senior High School,1,1,1,1,48.0,0,1,0,VERY_LOW,1
Tizaa Rural Bank,1,1,1,1,94.66,1,0,0,VERY_LOW,0
Tomás frías,1,1,1,1,38.82,0,1,0,VERY_LOW,1
Tusj,1,1,1,2,75.0,1,0,0,VERY_LOW,2
Tusk,17,6,9,33,69.07222222222222,5,2,0,LOW,26
Tusk Foundation,19,12,11,21,67.63454545454546,6,2,0,VERY_LOW,13
Tusk foundation,5,4,5,6,76.0,4,1,0,VERY_LOW,5
Tusk fumdation,1,1,1,1,50.0,0,1,0,VERY_LOW,1
Tuskfoundation,1,1,1,1,68.0,0,0,0,VERY_LOW,1
Tust,1,1,1,1,74.4,1,0,0,VERY_LOW,1
UCC,1,1,1,1,61.48,0,0,0,VERY_LOW,1
UEW,1,2,1,1,42.0,0,1,0,VERY_LOW,1
UHAS,2,2,1,2,43.13,0,1,0,VERY_LOW,1
UHAS nursing,1,1,1,1,50.4,0,1,0,VERY_LOW,1
UNIVERSITY,1,1,1,2,89.34,1,0,0,VERY_LOW,2
UNIVERSITY OF HEALTH AND ALLIED SCIENCES,1,1,1,3,58.47,0,0,0,LOW,2
UNKNOWN_UNMAPPED,1625,1518,56,3057,69.66214285714285,32,13,8347,LOW,3057
UPPER AMENFI RURAL BANK LTD.,233,231,4,357,78.57,2,0,0,LOW,156
UPPER AMENFI RURAL BANK PLC.,1,1,1,2,100.0,1,0,0,VERY_LOW,1
UPPER MANYA KRO RURAL BANK LTD,34,38,1,36,85.7,1,0,0,HIGH,26
UPPER MANYA KRO RURAL BANK LTD.,1,3,1,2,94.67,1,0,0,VERY_LOW,1
Unimak,1,1,1,1,72.0,1,0,0,VERY_LOW,0
University,4,5,3,6,42.6,1,2,0,VERY_LOW,6
University Of Ghana,1,1,1,1,37.6,0,1,0,VERY_LOW,1
University for Development,2,1,2,2,25.2,0,2,0,VERY_LOW,2
University of Cape Coast,1,1,1,1,26.4,0,1,0,VERY_LOW,1
University of Education,1,1,1,1,88.0,1,0,0,VERY_LOW,1
University of Ghana,9,7,9,9,66.94777777777777,5,3,0,VERY_LOW,7
"University of Ghana, Legon",1,1,1,1,46.66,0,1,0,VERY_LOW,1
University of Health and Allied Sciences,6,8,2,7,59.5,0,1,0,VERY_LOW,3
University of Kwame  Nkrumah of science and technology,1,1,1,1,34.74,0,1,0,VERY_LOW,1
University of Phoenix,3,3,3,4,54.53333333333333,0,2,0,VERY_LOW,4
University of health and allied sciences,2,3,1,6,80.99,1,0,0,LOW,1
University of professional studies,1,1,1,1,72.0,1,0,0,VERY_LOW,1
Upper Amenfi Rural Bank,1,1,1,1,68.0,0,0,0,VERY_LOW,1
Upper Amenfi Rural Bank plc,1,1,1,1,84.0,1,0,0,VERY_LOW,0
Utc,1,1,1,1,53.6,0,1,0,VERY_LOW,1
VIVO,1,1,1,1,23.2,0,1,0,VERY_LOW,1
VVU,1,1,1,1,68.0,0,0,0,VERY_LOW,1
Valley View University,1,1,1,2,83.6,1,0,0,VERY_LOW,1
Valley View university,2,1,2,4,69.6,1,0,0,VERY_LOW,2
Valley view,1,1,1,2,84.0,1,0,0,VERY_LOW,1
Valley view University,1,1,1,3,77.6,1,0,0,LOW,0
Victoria St. Clair Acade,1,1,1,1,34.0,0,1,0,VERY_LOW,1
Volta Rising Star Academy,1,1,1,2,82.0,1,0,0,VERY_LOW,2
WAMFIE RURAL BANK LTD.,51,51,1,88,91.36,1,0,0,HIGH,48
WAMFIE RURAL BANK PLC,1,1,1,1,73.34,1,0,0,VERY_LOW,1
WETO RURAL BANK LTD.,45,45,1,73,93.6,1,0,0,HIGH,32
Wesley Grammar,3,1,3,4,47.333333333333336,0,2,0,VERY_LOW,4
Wisconsin,1,1,1,1,88.0,1,0,0,VERY_LOW,0
Wulensi SHS,1,1,1,1,40.8,0,1,0,VERY_LOW,1
Xavier,1,1,1,1,24.0,0,1,0,VERY_LOW,1
YAA ASANTEWAA RURAL BANK LTD.,95,96,1,132,92.56,1,0,0,HIGH,53
YAASANTEWAA RURAL BANK PLC,1,1,1,2,92.0,1,0,0,VERY_LOW,1
YAPRA RURAL BANK LTD.,30,30,1,48,89.62,1,0,0,HIGH,23
Yaa Asantewaa Rural Bank Plc,1,1,1,1,95.67,1,0,0,VERY_LOW,0
Yaa Asantewaa senior high school,1,1,1,1,76.0,1,0,0,VERY_LOW,1
Yikrosec,1,1,1,1,34.0,0,1,0,VERY_LOW,1
ZEEPAY,2,2,1,2,76.0,1,0,0,VERY_LOW,2
Zeepay,35,35,2,41,88.79499999999999,2,0,0,MEDIUM,41
Zeepay Ghana,4,4,1,4,83.33,1,0,0,VERY_LOW,4
Zeepay Ghana LTD,1,1,1,1,84.0,1,0,0,VERY_LOW,1
Zeepay Ghana Limited,5,5,1,5,88.27,1,0,0,LOW,5
Zeepay HQ,2,2,1,2,88.0,1,0,0,VERY_LOW,2
Zeepay ghana limited,1,1,1,1,84.0,1,0,0,VERY_LOW,1
Zion college,1,1,1,1,55.2,0,0,0,VERY_LOW,1
abeaseman shs,2,1,2,7,42.665,0,2,0,LOW,1
abeasemanshs,4,1,4,5,52.0,0,3,0,VERY_LOW,0
accra academy shs,1,1,1,1,84.0,1,0,0,VERY_LOW,1
acellou academy,1,1,1,1,38.0,0,1,0,VERY_LOW,1
acellua Acadamy,2,1,2,2,48.0,0,2,0,VERY_LOW,1
acellus,2,2,2,2,70.0,1,1,0,VERY_LOW,2
acellus Academy,3,4,2,3,55.7,0,1,0,VERY_LOW,3
acellus academy,6,8,3,7,62.800000000000004,2,1,0,VERY_LOW,7
achimota school,2,2,1,2,86.0,1,0,0,VERY_LOW,1
acres,1,1,1,1,46.0,0,1,0,VERY_LOW,1
ada technical team institute,1,1,1,1,46.0,0,1,0,VERY_LOW,1
adansi bank,1,1,1,1,100.0,1,0,0,VERY_LOW,1
adenta,1,1,1,2,67.97,0,0,0,VERY_LOW,2
adom,5,1,5,5,45.2,0,4,0,VERY_LOW,5
afb,4,4,1,21,89.53,1,0,0,LOW,20
afb gh.plc,1,1,1,1,87.2,1,0,0,VERY_LOW,1
akim bosome rural bank,1,1,1,1,100.0,1,0,0,VERY_LOW,1
amansie rural bank,1,1,1,2,97.34,1,0,0,VERY_LOW,2
art,1,1,1,1,72.8,1,0,0,VERY_LOW,1
asawase,1,1,1,1,22.0,0,1,0,VERY_LOW,1
attafuah,2,1,2,3,65.8,0,0,0,VERY_LOW,3
basic,1,1,1,1,38.0,0,1,0,VERY_LOW,1
benjii,1,1,1,4,73.62,1,0,0,LOW,1
bessfa rural bank,1,1,1,2,94.67,1,0,0,VERY_LOW,0
bsbsbshsbs,1,1,1,1,44.0,0,1,0,VERY_LOW,1
business,1,1,1,1,44.0,0,1,0,VERY_LOW,1
c,2,1,2,2,46.0,0,2,0,VERY_LOW,2
cohsa,3,3,1,4,96.0,1,0,0,LOW,2
computing,1,1,1,1,45.6,0,1,0,VERY_LOW,1
cps,16,4,5,16,84.1,5,0,0,VERY_LOW,10
dasein practical school,1,1,1,1,46.0,0,1,0,VERY_LOW,1
dexterity,1,1,1,1,60.0,0,0,0,VERY_LOW,0
e campus,1,1,1,1,42.4,0,1,0,VERY_LOW,1
e-campus,1,1,1,2,89.33,1,0,0,VERY_LOW,0
eCampus,20,7,17,41,66.31470588235294,10,6,0,VERY_LOW,39
eCampus Education,2,1,2,2,56.0,1,1,0,VERY_LOW,2
eCampus LLC,42,4,36,59,52.24472222222222,11,20,0,VERY_LOW,47
ecampus,1,2,1,1,90.21,1,0,0,VERY_LOW,1
entry level,1,1,1,2,31.2,0,1,0,VERY_LOW,2
genova,1,1,1,1,48.0,0,1,0,VERY_LOW,1
good day,2,1,2,3,32.285000000000004,0,2,0,VERY_LOW,3
gsts,1,1,1,1,60.0,0,0,0,VERY_LOW,1
high school,4,2,3,5,75.39999999999999,3,0,0,VERY_LOW,5
hope Marie,1,1,1,2,71.0,1,0,0,VERY_LOW,2
idea college,1,1,1,1,61.6,0,0,0,VERY_LOW,1
ideal college,1,1,1,1,22.0,0,1,0,VERY_LOW,1
jhs,13,9,9,14,57.29333333333333,3,5,0,VERY_LOW,14
jhs 3,5,3,4,7,67.3325,2,1,0,VERY_LOW,7
junior high school,1,1,1,1,82.0,1,0,0,VERY_LOW,1
kAJAJI SENOIR HIGH SCHOOL,2,1,2,2,54.0,0,1,0,VERY_LOW,2
kajaji Senior high school,1,1,1,1,48.0,0,1,0,VERY_LOW,1
kajaji senior high school,10,7,5,21,55.053999999999995,0,3,0,LOW,4
kajaji senior night school,1,1,1,1,44.0,0,1,0,VERY_LOW,1
kapps,10,3,5,10,74.2,4,1,0,VERY_LOW,9
knust,8,3,8,11,38.16125,0,8,0,VERY_LOW,10
kumasi nursing,1,1,1,1,72.8,1,0,0,VERY_LOW,0
kwahu rural bank,1,1,1,1,94.66,1,0,0,VERY_LOW,0
labone senior high school,1,1,1,1,80.0,1,0,0,VERY_LOW,1
learner complex,3,1,3,3,74.66666666666667,2,1,0,VERY_LOW,3
learning,2,1,2,2,50.0,0,1,0,VERY_LOW,2
legon,1,1,1,1,68.0,0,0,0,VERY_LOW,1
letshego,12,12,1,60,92.35,1,0,0,HIGH,40
letshego Ghana Plc,1,1,1,8,95.67,1,0,0,LOW,6
letshego ghana,1,1,1,2,97.52,1,0,0,VERY_LOW,1
letshego savings and Loan,1,1,1,10,95.54,1,0,0,LOW,10
letshego savings and loan,1,1,1,6,96.13,1,0,0,LOW,1
lotus educational centre,1,1,1,1,26.0,0,1,0,VERY_LOW,1
lower Pra Rural Bank Ltd,1,1,1,1,100.0,1,0,0,VERY_LOW,1
maritime university,1,1,1,1,40.8,0,1,0,VERY_LOW,1
mathematics,1,1,1,1,32.0,0,1,0,VERY_LOW,0
melvin,1,1,1,1,24.0,0,1,0,VERY_LOW,1
mfantsipim,2,2,2,3,71.0,1,0,0,VERY_LOW,3
miwifery,1,1,1,1,96.8,1,0,0,VERY_LOW,0
nagie's angels educationa centre,1,1,1,1,40.0,0,1,0,VERY_LOW,1
nagie's angels educational centre,5,2,5,12,57.74400000000001,1,2,0,VERY_LOW,2
nagies angels,2,2,2,2,57.745,1,1,0,VERY_LOW,0
nagies angels  educational center,1,1,1,2,77.0,1,0,0,VERY_LOW,1
nagie’s angels,1,1,1,1,32.3,0,1,0,VERY_LOW,1
nightinagle,1,1,1,1,69.6,0,0,0,VERY_LOW,0
nmtc pantang,3,3,1,3,70.67,1,0,0,LOW,1
nmtc-pantang,1,1,1,1,68.0,0,0,0,VERY_LOW,0
nmtc_pantang,1,1,1,1,63.2,0,0,0,VERY_LOW,1
ntc,1,1,1,3,75.47,1,0,0,LOW,1
nursig training,1,1,1,1,82.4,1,0,0,VERY_LOW,0
nursing,11,13,1,21,66.85,0,0,0,MEDIUM,16
nursing and midwifery training college tarkwa,1,2,1,1,60.0,0,0,0,VERY_LOW,1
nursing college,1,1,1,1,79.2,1,0,0,VERY_LOW,0
nursing institute,1,1,1,3,72.85,1,0,0,LOW,0
nursing pantang,1,1,1,2,74.27,1,0,0,VERY_LOW,1
nursing schol,1,1,1,1,26.4,0,1,0,VERY_LOW,1
nursing training,7,7,1,20,61.89,0,0,0,MEDIUM,13
nursing training college,4,4,2,4,80.0,2,0,0,VERY_LOW,3
