institute_norm,institute_standardized,institute_std_method,institute_std_source
life international school,Life International School,normalized_only,normalized_only
university practice shs,University Practice Shs,normalized_only,normalized_only
royal standard,Royal Standard,normalized_only,normalized_only
adanwomase shs,Adanwomase Shs,normalized_only,normalized_only
obuasi snr high,Obuasi Snr High,normalized_only,normalized_only
samaritaine,Samaritaine,normalized_only,normalized_only
computer science,Computer Science,normalized_only,normalized_only
peep and learn,Peep And Learn,normalized_only,normalized_only
patagonico,Patagonico,normalized_only,normalized_only
parissud,Parissud,normalized_only,normalized_only
ut08092001,Ut08092001,normalized_only,normalized_only
axculoicxwrn,Axculoicxwrn,normalized_only,normalized_only
just,Just,normalized_only,normalized_only
joy standard,Joy Standard,normalized_only,normalized_only
second time,Second Time,normalized_only,normalized_only
37 military nursing training college,37 Military Nursing Training College,normalized_only,normalized_only
wbm zion senior high,Wbm Zion Senior High,normalized_only,normalized_only
gallaudet university,Gallaudet University,normalized_only,normalized_only
njoro main campus,Njoro Main Campus,normalized_only,normalized_only
sda senior high,Sda Senior High,normalized_only,normalized_only
iut gea a caen,Iut Gea A Caen,normalized_only,normalized_only
asheville buncombe community technical college,Asheville Buncombe Community Technical College,normalized_only,normalized_only
akaditi,Akaditi,normalized_only,normalized_only
akissss,Akissss,normalized_only,normalized_only
itclo,Itclo,normalized_only,normalized_only
saint augustine s shs,Saint Augustine S Shs,normalized_only,normalized_only
presec tema,Presec Tema,normalized_only,normalized_only
pantang nurses training,Pantang Nurses Training,normalized_only,normalized_only
tum,Tum,normalized_only,normalized_only
saviour shs,Saviour Shs,normalized_only,normalized_only
asesewa shs,Asesewa Shs,normalized_only,normalized_only
ankara universitesi,Ankara Universitesi,normalized_only,normalized_only
esi,Esi,normalized_only,normalized_only
ecampus roma,Ecampus Roma,normalized_only,normalized_only
kkssc4573,Kkssc4573,normalized_only,normalized_only
new abirem senior high school,New Abirem Senior High School,normalized_only,normalized_only
labone senior high,Labone Senior High,normalized_only,normalized_only
svchec,Svchec,normalized_only,normalized_only
aburi technical school,Aburi Technical School,normalized_only,normalized_only
svtu s1,Svtu S1,normalized_only,normalized_only
sss3,Sss3,normalized_only,normalized_only
roman chatlic,Roman Chatlic,normalized_only,normalized_only
st martins senior high,St Martins Senior High,normalized_only,normalized_only
himan methodist jhs,Himan Methodist Jhs,normalized_only,normalized_only
tsito senior high technic,Tsito Senior High Technic,normalized_only,normalized_only
obafemi awolowo university,Obafemi Awolowo University,normalized_only,normalized_only
william carey university,William Carey University,normalized_only,normalized_only
sefwi wiawso nursing,Sefwi Wiawso Nursing,normalized_only,normalized_only
1111111111,1111111111,normalized_only,normalized_only
post graduate college for girls sector 11,Post Graduate College For Girls Sector 11,normalized_only,normalized_only
teacher,Teacher,normalized_only,normalized_only
nmtc panteng,Nmtc Panteng,normalized_only,normalized_only
tsito senior high technical school,Tsito Senior High Technical School,normalized_only,normalized_only
st martin s shs,St Martin S Shs,normalized_only,normalized_only
michael s private home teaching,Michael S Private Home Teaching,normalized_only,normalized_only
gyeonghyidaehaggyo yujeongonghaggwa,Gyeonghyidaehaggyo Yujeongonghaggwa,normalized_only,normalized_only
brookehaven college,Brookehaven College,normalized_only,normalized_only
akwamusec,Akwamusec,normalized_only,normalized_only
waynesburg university,Waynesburg University,normalized_only,normalized_only
nightingale sch of nursing,Nightingale Sch Of Nursing,normalized_only,normalized_only
nursing pantang,Nursing Pantang,normalized_only,normalized_only
college of the sequoias,College Of The Sequoias,normalized_only,normalized_only
education service,Education Service,normalized_only,normalized_only
methodist snr high school,Methodist Snr High School,normalized_only,normalized_only
kuipsas,Kuipsas,normalized_only,normalized_only
serwaa kesse girls shs,Serwaa Kesse Girls Shs,normalized_only,normalized_only
lovely public sr sec school,Lovely Public Sr Sec School,normalized_only,normalized_only
she s,She S,normalized_only,normalized_only
st michael midwifery ts,St Michael Midwifery Ts,normalized_only,normalized_only
pantang nursing and midwi,Pantang Nursing And Midwi,normalized_only,normalized_only
mando shs,Mando Shs,normalized_only,normalized_only
collage,Collage,normalized_only,normalized_only
light of the world school complex,Light Of The World School Complex,normalized_only,normalized_only
st monicas,St Monicas,normalized_only,normalized_only
nba991109,Nba991109,normalized_only,normalized_only
senior high school presec,Senior High School Presec,normalized_only,normalized_only
hanradaehaggyo,Hanradaehaggyo,normalized_only,normalized_only
secondary senior high,Secondary Senior High,normalized_only,normalized_only
christian virtical centre,Christian Virtical Centre,normalized_only,normalized_only
mahasiswa,Mahasiswa,normalized_only,normalized_only
college of music,College Of Music,normalized_only,normalized_only
piina,Piina,normalized_only,normalized_only
holychild,Holychild,normalized_only,normalized_only
salaga ti,Salaga Ti,normalized_only,normalized_only
king s heart school,King S Heart School,normalized_only,normalized_only
south college,South College,normalized_only,normalized_only
ghanata snr high,Ghanata Snr High,normalized_only,normalized_only
mouau,Mouau,normalized_only,normalized_only
university of winneba,University Of Winneba,normalized_only,normalized_only
university for developmen,University For Developmen,normalized_only,normalized_only
university of phoneix,University Of Phoneix,normalized_only,normalized_only
ghana senior high technic,Ghana Senior High Technic,normalized_only,normalized_only
t i ahmadiyyah,T I Ahmadiyyah,normalized_only,normalized_only
tsito senr high tech sc,Tsito Senr High Tech Sc,normalized_only,normalized_only
konongo wesley high schoo,Konongo Wesley High Schoo,normalized_only,normalized_only
adventist senior high sch,Adventist Senior High Sch,normalized_only,normalized_only
bitm,Bitm,normalized_only,normalized_only
senior high school from 3,Senior High School From 3,normalized_only,normalized_only
ho technical university,Ho Technical University,normalized_only,normalized_only
emmanuel presbyterian jhs,Emmanuel Presbyterian Jhs,normalized_only,normalized_only
iae gustave eiffel,Iae Gustave Eiffel,normalized_only,normalized_only
greensboro college,Greensboro College,normalized_only,normalized_only
wesley grammar school,Wesley Grammar School,normalized_only,normalized_only
asubingya d a primary sch,Asubingya D A Primary Sch,normalized_only,normalized_only
kpedze senior high school,Kpedze Senior High School,normalized_only,normalized_only
ub montaigne,Ub Montaigne,normalized_only,normalized_only
yulimbag7 gmail com,Yulimbag7 Gmail Com,normalized_only,normalized_only
kumaca,Kumaca,normalized_only,normalized_only
suhum presbyterian senior high,Suhum Presbyterian Senior High,normalized_only,normalized_only
m o h,M O H,normalized_only,normalized_only
centers for real estate,Centers For Real Estate,normalized_only,normalized_only
cape coast technical university,Cape Coast Technical University,normalized_only,normalized_only
gomoa senior high school,Gomoa Senior High School,normalized_only,normalized_only
nkawie shts,Nkawie Shts,normalized_only,normalized_only
montclair state university,Montclair State University,normalized_only,normalized_only
nasarawa state university keffi,Nasarawa State University Keffi,normalized_only,normalized_only
royal standard learning center,Royal Standard Learning Center,normalized_only,normalized_only
victory presby church sch,Victory Presby Church Sch,normalized_only,normalized_only
stfk ledalero,Stfk Ledalero,normalized_only,normalized_only
almis primary school,Almis Primary School,normalized_only,normalized_only
zenith university college,Zenith University College,normalized_only,normalized_only
yaa asantewaa shs,Yaa Asantewaa Shs,normalized_only,normalized_only
wa islamic shs,Wa Islamic Shs,normalized_only,normalized_only
nwic,Nwic,normalized_only,normalized_only
mpraeso sinor high,Mpraeso Sinor High,normalized_only,normalized_only
ev chivienstone royal,Ev Chivienstone Royal,normalized_only,normalized_only
juaben,Juaben,normalized_only,normalized_only
royal complex,Royal Complex,normalized_only,normalized_only
the lords star international school,The Lords Star International School,normalized_only,normalized_only
achimotaschool,Achimotaschool,normalized_only,normalized_only
benedictine university,Benedictine University,normalized_only,normalized_only
obuasi,Obuasi,normalized_only,normalized_only
afb letshego,letshego savings and loans,manual_map,fuzzy_confirmed
cpgoenka international,Cpgoenka International,normalized_only,normalized_only
ridge church school,Ridge Church School,normalized_only,normalized_only
blind,Blind,normalized_only,normalized_only
aarti fuels,Aarti Fuels,normalized_only,normalized_only
kumasi shts,Kumasi Shts,normalized_only,normalized_only
chameli devi group of institution,Chameli Devi Group Of Institution,normalized_only,normalized_only
korlebu nmtc,Korlebu Nmtc,normalized_only,normalized_only
abeka motorway sch,Abeka Motorway Sch,normalized_only,normalized_only
kutunse,Kutunse,normalized_only,normalized_only
saint mary s boys senior,Saint Mary S Boys Senior,normalized_only,normalized_only
alfaruq college of education,Alfaruq College Of Education,normalized_only,normalized_only
lawn,Lawn,normalized_only,normalized_only
volta rising star academy,Volta Rising Star Academy,normalized_only,normalized_only
abraham lincoln,Abraham Lincoln,normalized_only,normalized_only
at jude s basic school,At Jude S Basic School,normalized_only,normalized_only
u pec,U Pec,normalized_only,normalized_only
ef international language campus,Ef International Language Campus,normalized_only,normalized_only
caen universite,Caen Universite,normalized_only,normalized_only
t i ahmadiyya,T I Ahmadiyya,normalized_only,normalized_only
cape tech,Cape Tech,normalized_only,normalized_only
diaspora girls,Diaspora Girls,normalized_only,normalized_only
hong,Hong,normalized_only,normalized_only
iwcc,Iwcc,normalized_only,normalized_only
new juaben senior higscho,New Juaben Senior Higscho,normalized_only,normalized_only
iut evry,Iut Evry,normalized_only,normalized_only
hicet,Hicet,normalized_only,normalized_only
higher institute of professional excellence,Higher Institute Of Professional Excellence,normalized_only,normalized_only
great zimbabwe,Great Zimbabwe,normalized_only,normalized_only
edinaman snr high school,Edinaman Snr High School,normalized_only,normalized_only
st francis girls,St Francis Girls,normalized_only,normalized_only
pgggcollage 42,Pgggcollage 42,normalized_only,normalized_only
west africa,West Africa,normalized_only,normalized_only
37nursing and midwifery training college,nursing and midwifery training college,manual_map,fuzzy_confirmed
wesley grammer school,Wesley Grammer School,normalized_only,normalized_only
st cyprian minor seminar,St Cyprian Minor Seminar,normalized_only,normalized_only
bethel preparatory school,Bethel Preparatory School,normalized_only,normalized_only
datus,Datus,normalized_only,normalized_only
mercy islamic school,Mercy Islamic School,normalized_only,normalized_only
tema methodist snr high,Tema Methodist Snr High,normalized_only,normalized_only
afb gh plc,letshego savings and loans,manual_map,fuzzy_confirmed
medecine,Medecine,normalized_only,normalized_only
ace it foundation,Ace It Foundation,normalized_only,normalized_only
eastfield college,Eastfield College,normalized_only,normalized_only
simms senior high school,Simms Senior High School,normalized_only,normalized_only
st josephs nyabondo college,St Josephs Nyabondo College,normalized_only,normalized_only
al azhariyya islamic shs,Al Azhariyya Islamic Shs,normalized_only,normalized_only
amedzofe college of educa,Amedzofe College Of Educa,normalized_only,normalized_only
gyeongyeonghag,Gyeongyeonghag,normalized_only,normalized_only
rock lake,Rock Lake,normalized_only,normalized_only
egerton university njoro campus,Egerton University Njoro Campus,normalized_only,normalized_only
promotion sociale mons borinage,Promotion Sociale Mons Borinage,normalized_only,normalized_only
dora memorial,Dora Memorial,normalized_only,normalized_only
aveyime battor shts,Aveyime Battor Shts,normalized_only,normalized_only
fh emden,Fh Emden,normalized_only,normalized_only
opoku agyemang shts,Opoku Agyemang Shts,normalized_only,normalized_only
a n t experimental j h s,A N T Experimental J H S,normalized_only,normalized_only
pankajsir academy,Pankajsir Academy,normalized_only,normalized_only
olfu,Olfu,normalized_only,normalized_only
mfantseman girls,Mfantseman Girls,normalized_only,normalized_only
thomas nelson community college,Thomas Nelson Community College,normalized_only,normalized_only
post graduate government girls college chandigarh sector 11,Post Graduate Government Girls College Chandigarh Sector 11,normalized_only,normalized_only
serwaa kesse girls senior,Serwaa Kesse Girls Senior,normalized_only,normalized_only
mdrs,Mdrs,normalized_only,normalized_only
natcomunesco,Natcomunesco,normalized_only,normalized_only
s d a basic school,S D A Basic School,normalized_only,normalized_only
t,T,normalized_only,normalized_only
haute ecole de province du hainaut,Haute Ecole De Province Du Hainaut,normalized_only,normalized_only
manajemen,Manajemen,normalized_only,normalized_only
apsec,Apsec,normalized_only,normalized_only
acellus acdemy,acellus academy,manual_map,fuzzy_confirmed
icagh,Icagh,normalized_only,normalized_only
anomabo,Anomabo,normalized_only,normalized_only
zebilla senior high,Zebilla Senior High,normalized_only,normalized_only
technical university,Technical University,normalized_only,normalized_only
oguaa senior hightechnica,Oguaa Senior Hightechnica,normalized_only,normalized_only
krobo girl s presbyterian senior high,Krobo Girl S Presbyterian Senior High,normalized_only,normalized_only
st joseph s h s,St Joseph S H S,normalized_only,normalized_only
glivion,Glivion,normalized_only,normalized_only
akwamuman senior high school,Akwamuman Senior High School,normalized_only,normalized_only
dasein practical school,Dasein Practical School,normalized_only,normalized_only
aic litein mtc,Aic Litein Mtc,normalized_only,normalized_only
kofi anann training center,Kofi Anann Training Center,normalized_only,normalized_only
cfa ducretet,Cfa Ducretet,normalized_only,normalized_only
kyeong hee,Kyeong Hee,normalized_only,normalized_only
sefwi wiawso n,Sefwi Wiawso N,normalized_only,normalized_only
kwame nkruma university of science and technology,Kwame Nkruma University Of Science And Technology,normalized_only,normalized_only
centro,Centro,normalized_only,normalized_only
st daniel,St Daniel,normalized_only,normalized_only
fresno pacific university,Fresno Pacific University,normalized_only,normalized_only
untrib,Untrib,normalized_only,normalized_only
nkoranza shts,Nkoranza Shts,normalized_only,normalized_only
ti ahamadiya shs,Ti Ahamadiya Shs,normalized_only,normalized_only
electricity company of ghana,Electricity Company Of Ghana,normalized_only,normalized_only
the university of texas at arlington,The University Of Texas At Arlington,normalized_only,normalized_only
st peter s,St Peter S,normalized_only,normalized_only
saint hubert,Saint Hubert,normalized_only,normalized_only
konongo odumase senior high school,Konongo Odumase Senior High School,normalized_only,normalized_only
t i ahmadiyya girls senior high school,T I Ahmadiyya Girls Senior High School,normalized_only,normalized_only
nyamekrom,Nyamekrom,normalized_only,normalized_only
private person,Private Person,normalized_only,normalized_only
rocklake middle school,Rocklake Middle School,normalized_only,normalized_only
www google com,Www Google Com,normalized_only,normalized_only
ugwu388,Ugwu388,normalized_only,normalized_only
casa loma,Casa Loma,normalized_only,normalized_only
gchis,Gchis,normalized_only,normalized_only
university of johannesburg,University Of Johannesburg,normalized_only,normalized_only
keguruan,Keguruan,normalized_only,normalized_only
takoradi senior high scho,Takoradi Senior High Scho,normalized_only,normalized_only
osei tutu boys senior hig,Osei Tutu Boys Senior Hig,normalized_only,normalized_only
leadafrique international,Leadafrique International,normalized_only,normalized_only
technical institute,Technical Institute,normalized_only,normalized_only
rub,Rub,normalized_only,normalized_only
nashnal,Nashnal,normalized_only,normalized_only
kenya coast polytechnic,Kenya Coast Polytechnic,normalized_only,normalized_only
tema regular baptist acad,Tema Regular Baptist Acad,normalized_only,normalized_only
boa amponsem shs,Boa Amponsem Shs,normalized_only,normalized_only
staps paris saclay,Staps Paris Saclay,normalized_only,normalized_only
oda senior high,Oda Senior High,normalized_only,normalized_only
tema parents association,Tema Parents Association,normalized_only,normalized_only
st james secondary,St James Secondary,normalized_only,normalized_only
pentecost university cool,Pentecost University Cool,normalized_only,normalized_only
holy family nursing and midwifery training college,holy family nursing,manual_map,fuzzy_confirmed
cfa calais,Cfa Calais,normalized_only,normalized_only
upec universite de creteil,Upec Universite De Creteil,normalized_only,normalized_only
acherensua,Acherensua,normalized_only,normalized_only
ada senior high technical,Ada Senior High Technical,normalized_only,normalized_only
0248372688,0248372688,normalized_only,normalized_only
islamic edu complex jhs,Islamic Edu Complex Jhs,normalized_only,normalized_only
juaso snr high school,Juaso Snr High School,normalized_only,normalized_only
omotoso,Omotoso,normalized_only,normalized_only
shs and jhs,Shs And Jhs,normalized_only,normalized_only
ebenezer shs,Ebenezer Shs,normalized_only,normalized_only
mepp academy,Mepp Academy,normalized_only,normalized_only
snr high schools,Snr High Schools,normalized_only,normalized_only
nursing and midwifery training college kumasi,Nursing And Midwifery Training College Kumasi,normalized_only,normalized_only
sonrise shs,Sonrise Shs,normalized_only,normalized_only
upr,Upr,normalized_only,normalized_only
usb,Usb,normalized_only,normalized_only
multiscope limited,Multiscope Limited,normalized_only,normalized_only
osei kyeretwie,Osei Kyeretwie,normalized_only,normalized_only
methodist,Methodist,normalized_only,normalized_only
ambrose alli university,Ambrose Alli University,normalized_only,normalized_only
university of south alabama,University Of South Alabama,normalized_only,normalized_only
legon presec,Legon Presec,normalized_only,normalized_only
okuapemman senior high school,Okuapemman Senior High School,normalized_only,normalized_only
saint john s grammar senior high school,Saint John S Grammar Senior High School,normalized_only,normalized_only
yeji senior high school,Yeji Senior High School,normalized_only,normalized_only
krobo girls,Krobo Girls,normalized_only,normalized_only
sefwi wiawso ntc,Sefwi Wiawso Ntc,normalized_only,normalized_only
petra,Petra,normalized_only,normalized_only
erie community college,Erie Community College,normalized_only,normalized_only
efutu senior high school,Efutu Senior High School,normalized_only,normalized_only
kibi,Kibi,normalized_only,normalized_only
witty internatinal school,Witty Internatinal School,normalized_only,normalized_only
ebenezer senior high,Ebenezer Senior High,normalized_only,normalized_only
dome,Dome,normalized_only,normalized_only
keta shs,Keta Shs,normalized_only,normalized_only
ola,Ola,normalized_only,normalized_only
abakrampa senior high school,Abakrampa Senior High School,normalized_only,normalized_only
forces senior high techni,Forces Senior High Techni,normalized_only,normalized_only
burma camp jhs,Burma Camp Jhs,normalized_only,normalized_only
unical,Unical,normalized_only,normalized_only
ekumfi t i ahmadiyya senior high school,Ekumfi T I Ahmadiyya Senior High School,normalized_only,normalized_only
ppsc,Ppsc,normalized_only,normalized_only
anfoega senior high school,Anfoega Senior High School,normalized_only,normalized_only
knust secondary school,Knust Secondary School,normalized_only,normalized_only
wbs training schule,Wbs Training Schule,normalized_only,normalized_only
paris,Paris,normalized_only,normalized_only
37 nursing and midwifery training college,nursing and midwifery training college,manual_map,fuzzy_confirmed
fox valley technical institute,Fox Valley Technical Institute,normalized_only,normalized_only
light of the world school,Light Of The World School,normalized_only,normalized_only
maxim nyansa,Maxim Nyansa,normalized_only,normalized_only
ph weingarten,Ph Weingarten,normalized_only,normalized_only
menlo college,Menlo College,normalized_only,normalized_only
riis presby jhs,Riis Presby Jhs,normalized_only,normalized_only
arakan,Arakan,normalized_only,normalized_only
snhu,Snhu,normalized_only,normalized_only
iom,Iom,normalized_only,normalized_only
universite de paris sud,Universite De Paris Sud,normalized_only,normalized_only
anfoesec,Anfoesec,normalized_only,normalized_only
kpansec,Kpansec,normalized_only,normalized_only
36nmtc,nursing and midwifery training college,manual_map,fuzzy_confirmed
universite paris creteil,Universite Paris Creteil,normalized_only,normalized_only
rcc,Rcc,normalized_only,normalized_only
iream amiens,Iream Amiens,normalized_only,normalized_only
binduli methodist j h s,Binduli Methodist J H S,normalized_only,normalized_only
the ideal mount litera zee school,The Ideal Mount Litera Zee School,normalized_only,normalized_only
ksts koforidua,Ksts Koforidua,normalized_only,normalized_only
tweneboa kodua senior high school,Tweneboa Kodua Senior High School,normalized_only,normalized_only
ngic,Ngic,normalized_only,normalized_only
lassia,Lassia,normalized_only,normalized_only
victoria college,Victoria College,normalized_only,normalized_only
nursing training college wa,Nursing Training College Wa,normalized_only,normalized_only
37military nmtc,37Military Nmtc,normalized_only,normalized_only
paris saclayv,Paris Saclayv,normalized_only,normalized_only
communications,Communications,normalized_only,normalized_only
vision college,Vision College,normalized_only,normalized_only
ntcsw,Ntcsw,normalized_only,normalized_only
ada technical institute,Ada Technical Institute,normalized_only,normalized_only
secondarily,Secondarily,normalized_only,normalized_only
taegweondohaggwa,Taegweondohaggwa,normalized_only,normalized_only
fashion,Fashion,normalized_only,normalized_only
senor high school,Senor High School,normalized_only,normalized_only
uncle rich shs,Uncle Rich Shs,normalized_only,normalized_only
condorcet ath,Condorcet Ath,normalized_only,normalized_only
psg college of technology,Psg College Of Technology,normalized_only,normalized_only
agona nsaba presec,Agona Nsaba Presec,normalized_only,normalized_only
pawla ngo,Pawla Ngo,normalized_only,normalized_only
noah s college,Noah S College,normalized_only,normalized_only
gestion de ressources humaines,Gestion De Ressources Humaines,normalized_only,normalized_only
jackson state university,Jackson State University,normalized_only,normalized_only
architecture,Architecture,normalized_only,normalized_only
princeofpeacemethodistchurch,Princeofpeacemethodistchurch,normalized_only,normalized_only
the source,The Source,normalized_only,normalized_only
community health nurse s tranning college tamale,Community Health Nurse S Tranning College Tamale,normalized_only,normalized_only
gyeonghyidaehagweon,Gyeonghyidaehagweon,normalized_only,normalized_only
laspotech,Laspotech,normalized_only,normalized_only
esa,Esa,normalized_only,normalized_only
universite de normandie,Universite De Normandie,normalized_only,normalized_only
ahantaman girls shs,Ahantaman Girls Shs,normalized_only,normalized_only
achieve,Achieve,normalized_only,normalized_only
southern new hampshire university,Southern New Hampshire University,normalized_only,normalized_only
ada shs,Ada Shs,normalized_only,normalized_only
cfa123,Cfa123,normalized_only,normalized_only
oppon memorial shs,Oppon Memorial Shs,normalized_only,normalized_only
cncc,Cncc,normalized_only,normalized_only
gppi,Gppi,normalized_only,normalized_only
vakpo shs,Vakpo Shs,normalized_only,normalized_only
mount kenya university,Mount Kenya University,normalized_only,normalized_only
ntc wa,Ntc Wa,normalized_only,normalized_only
kotwi,Kotwi,normalized_only,normalized_only
kuafmwxsoc,Kuafmwxsoc,normalized_only,normalized_only
barguna polytechnic institute,Barguna Polytechnic Institute,normalized_only,normalized_only
st monica s senior high school,St Monica S Senior High School,normalized_only,normalized_only
sefwi wiawso,Sefwi Wiawso,normalized_only,normalized_only
iahn tp palangka raya,Iahn Tp Palangka Raya,normalized_only,normalized_only
oda senior high school,Oda Senior High School,normalized_only,normalized_only
navrongo senior high school,Navrongo Senior High School,normalized_only,normalized_only
tarkwa shs,Tarkwa Shs,normalized_only,normalized_only
denbighhighschool,Denbighhighschool,normalized_only,normalized_only
ahantaman senior high sch,Ahantaman Senior High Sch,normalized_only,normalized_only
senior high scholl,Senior High Scholl,normalized_only,normalized_only
losis,Losis,normalized_only,normalized_only
new man preparatory sch,New Man Preparatory Sch,normalized_only,normalized_only
boso senior high technica,Boso Senior High Technica,normalized_only,normalized_only
sbc,Sbc,normalized_only,normalized_only
nursing training college sefwi wiawso,Nursing Training College Sefwi Wiawso,normalized_only,normalized_only
gzu,Gzu,normalized_only,normalized_only
fiaseman shs,Fiaseman Shs,normalized_only,normalized_only
upec droit paris est creteil val de marne,Upec Droit Paris Est Creteil Val De Marne,normalized_only,normalized_only
osei tutu school,Osei Tutu School,normalized_only,normalized_only
sda shs aqona,Sda Shs Aqona,normalized_only,normalized_only
holy family nursing and midwives training college berekum,Holy Family Nursing And Midwives Training College Berekum,normalized_only,normalized_only
apam senior high school,Apam Senior High School,normalized_only,normalized_only
accra technicaluniversity,Accra Technicaluniversity,normalized_only,normalized_only
paris sud saclay,Paris Sud Saclay,normalized_only,normalized_only
archbishop porter girls secondary school,Archbishop Porter Girls Secondary School,normalized_only,normalized_only
krobo girl s shs,Krobo Girl S Shs,normalized_only,normalized_only
skans lahore,Skans Lahore,normalized_only,normalized_only
bluecrest university coll,Bluecrest University Coll,normalized_only,normalized_only
uniport,Uniport,normalized_only,normalized_only
tema first baptist church school,Tema First Baptist Church School,normalized_only,normalized_only
shs one,Shs One,normalized_only,normalized_only
akin swadru senior high,Akin Swadru Senior High,normalized_only,normalized_only
amberton university,Amberton University,normalized_only,normalized_only
centrum voor afstandonderwijs,Centrum Voor Afstandonderwijs,normalized_only,normalized_only
boass,Boass,normalized_only,normalized_only
george august university goettingen,George August University Goettingen,normalized_only,normalized_only
bowling green,Bowling Green,normalized_only,normalized_only
nursing training college sehwi wiawso,Nursing Training College Sehwi Wiawso,normalized_only,normalized_only
tamu,Tamu,normalized_only,normalized_only
saint saulve,Saint Saulve,normalized_only,normalized_only
pojoss,Pojoss,normalized_only,normalized_only
letshego saving and loans,letshego savings and loans,manual_map,fuzzy_confirmed
stanford middle school,Stanford Middle School,normalized_only,normalized_only
adisadel collage,Adisadel Collage,normalized_only,normalized_only
national louis university,National Louis University,normalized_only,normalized_only
association international school,Association International School,normalized_only,normalized_only
cfa eiffel,Cfa Eiffel,normalized_only,normalized_only
iut caen,Iut Caen,normalized_only,normalized_only
twifu praso shs,Twifu Praso Shs,normalized_only,normalized_only
jiinmam12,Jiinmam12,normalized_only,normalized_only
lingayas vidhyapeeth,Lingayas Vidhyapeeth,normalized_only,normalized_only
znrahtjgiuzxf,Znrahtjgiuzxf,normalized_only,normalized_only
st johns school,St Johns School,normalized_only,normalized_only
ekumfi ti ahmadiyyah,Ekumfi Ti Ahmadiyyah,normalized_only,normalized_only
indian,Indian,normalized_only,normalized_only
010207503517,010207503517,normalized_only,normalized_only
abuakwa state college,Abuakwa State College,normalized_only,normalized_only
knust senior high school,Knust Senior High School,normalized_only,normalized_only
suhum senior high technic,Suhum Senior High Technic,normalized_only,normalized_only
adventist senior high school,Adventist Senior High School,normalized_only,normalized_only
atiasec,Atiasec,normalized_only,normalized_only
kotoka basic school,Kotoka Basic School,normalized_only,normalized_only
suhum secondary technical school,Suhum Secondary Technical School,normalized_only,normalized_only
kibi senior high school,Kibi Senior High School,normalized_only,normalized_only
tadisco,Tadisco,normalized_only,normalized_only
tanoso,Tanoso,normalized_only,normalized_only
kofi annan itv,Kofi Annan Itv,normalized_only,normalized_only
agona serious high school,Agona Serious High School,normalized_only,normalized_only
mit,Mit,normalized_only,normalized_only
health worker,Health Worker,normalized_only,normalized_only
cape coast teaching hospi,Cape Coast Teaching Hospi,normalized_only,normalized_only
kwahu tafo shs,Kwahu Tafo Shs,normalized_only,normalized_only
bolgatanga technical inst,Bolgatanga Technical Inst,normalized_only,normalized_only
krchn,Krchn,normalized_only,normalized_only
niit,Niit,normalized_only,normalized_only
boa amponsem senior high,Boa Amponsem Senior High,normalized_only,normalized_only
computing,Computing,normalized_only,normalized_only
angels,Angels,normalized_only,normalized_only
cedar hills international,Cedar Hills International,normalized_only,normalized_only
saint augustine s college,Saint Augustine S College,normalized_only,normalized_only
akatsi senior high technical,Akatsi Senior High Technical,normalized_only,normalized_only
utv gh,Utv Gh,normalized_only,normalized_only
acellus education,Acellus Education,normalized_only,normalized_only
ti ahmadiyya shs,Ti Ahmadiyya Shs,normalized_only,normalized_only
lagos state polythenic,Lagos State Polythenic,normalized_only,normalized_only
harris county high school,Harris County High School,normalized_only,normalized_only
lehman college,Lehman College,normalized_only,normalized_only
ideal community school,Ideal Community School,normalized_only,normalized_only
gbewaa college,Gbewaa College,normalized_only,normalized_only
darussalm,Darussalm,normalized_only,normalized_only
simple,Simple,normalized_only,normalized_only
afiasec,Afiasec,normalized_only,normalized_only
uab,Uab,normalized_only,normalized_only
methodist girls senior high school,Methodist Girls Senior High School,normalized_only,normalized_only
lmg hss,Lmg Hss,normalized_only,normalized_only
acce,Acce,normalized_only,normalized_only
hopecollege,Hopecollege,normalized_only,normalized_only
liwsco gh,Liwsco Gh,normalized_only,normalized_only
swiss life,Swiss Life,normalized_only,normalized_only
silicon valley,Silicon Valley,normalized_only,normalized_only
makerere,Makerere,normalized_only,normalized_only
wshs,Wshs,normalized_only,normalized_only
faith montessori school,Faith Montessori School,normalized_only,normalized_only
politeknik negeri samarinda,Politeknik Negeri Samarinda,normalized_only,normalized_only
komenda,Komenda,normalized_only,normalized_only
buy,Buy,normalized_only,normalized_only
akwamuman senior high,Akwamuman Senior High,normalized_only,normalized_only
zprime drive,Zprime Drive,normalized_only,normalized_only
johnn haavad school,Johnn Haavad School,normalized_only,normalized_only
lovely public school,Lovely Public School,normalized_only,normalized_only
accra polytechnic,Accra Polytechnic,normalized_only,normalized_only
test mensah,Test Mensah,normalized_only,normalized_only
ipmc ghana,Ipmc Ghana,normalized_only,normalized_only
cima,Cima,normalized_only,normalized_only
university of liberia,University Of Liberia,normalized_only,normalized_only
berekum snr high school,Berekum Snr High School,normalized_only,normalized_only
simole,Simole,normalized_only,normalized_only
ghana muslim mission shs,Ghana Muslim Mission Shs,normalized_only,normalized_only
preset pacesetter,Preset Pacesetter,normalized_only,normalized_only
sikkim manipal,Sikkim Manipal,normalized_only,normalized_only
ffnb,Ffnb,normalized_only,normalized_only
ahenemba international,Ahenemba International,normalized_only,normalized_only
henri mondor,Henri Mondor,normalized_only,normalized_only
accra academy senior high school,Accra Academy Senior High School,normalized_only,normalized_only
