institute_norm,institute_standardized,institute_std_method,institute_std_source
tema methodist day senior high school,Tema Methodist Day Senior High School,normalized_only,normalized_only
hope college,Hope College,normalized_only,normalized_only
p g g c g,P G G C G,normalized_only,normalized_only
haute ecole provincial en hainaut condorcet,Haute Ecole Provincial En Hainaut Condorcet,normalized_only,normalized_only
lic,Lic,normalized_only,normalized_only
mpohor senior high school,Mpohor Senior High School,normalized_only,normalized_only
aggrey memorial zion shs,Aggrey Memorial Zion Shs,normalized_only,normalized_only
akontombra senior high,Akontombra Senior High,normalized_only,normalized_only
st paul adukrom,St Paul Adukrom,normalized_only,normalized_only
millam,Millam,normalized_only,normalized_only
jbcn oshiwara,Jbcn Oshiwara,normalized_only,normalized_only
zyt,Zyt,normalized_only,normalized_only
christian methodist schoo,Christian Methodist Schoo,normalized_only,normalized_only
pope john senior high and minor seminary ghana,Pope John Senior High And Minor Seminary Ghana,normalized_only,normalized_only
hidaayah islamic senior high school,Hidaayah Islamic Senior High School,normalized_only,normalized_only
bueman senior high school,Bueman Senior High School,normalized_only,normalized_only
dompoase senior high,Dompoase Senior High,normalized_only,normalized_only
hindustan institute of technology,Hindustan Institute Of Technology,normalized_only,normalized_only
gyotongdae,Gyotongdae,normalized_only,normalized_only
accellud academy,Accellud Academy,normalized_only,normalized_only
12795535,12795535,normalized_only,normalized_only
hollins university,Hollins University,normalized_only,normalized_only
universidad autonoma tomas frias,Universidad Autonoma Tomas Frias,normalized_only,normalized_only
university of pheonix,University Of Pheonix,normalized_only,normalized_only
adonten senior high,Adonten Senior High,normalized_only,normalized_only
edinaman senior high school,Edinaman Senior High School,normalized_only,normalized_only
viliving1,Viliving1,normalized_only,normalized_only
takoradi shs,Takoradi Shs,normalized_only,normalized_only
gyeonghyi,Gyeonghyi,normalized_only,normalized_only
jaskos data limited,Jaskos Data Limited,normalized_only,normalized_only
oerplprimi,Oerplprimi,normalized_only,normalized_only
kwabenya shs,Kwabenya Shs,normalized_only,normalized_only
odorgonno shs,Odorgonno Shs,normalized_only,normalized_only
kthm,Kthm,normalized_only,normalized_only
armed forces senior high,Armed Forces Senior High,normalized_only,normalized_only
hotcass,Hotcass,normalized_only,normalized_only
otoo memorial shs,Otoo Memorial Shs,normalized_only,normalized_only
innohun,Innohun,normalized_only,normalized_only
tekstil,Tekstil,normalized_only,normalized_only
baptist institute,Baptist Institute,normalized_only,normalized_only
economia,Economia,normalized_only,normalized_only
j h s,J H S,normalized_only,normalized_only
shs archbishop porter girls senior high school,Shs Archbishop Porter Girls Senior High School,normalized_only,normalized_only
eastfield,Eastfield,normalized_only,normalized_only
oduko boatemaa shs,Oduko Boatemaa Shs,normalized_only,normalized_only
king university,King University,normalized_only,normalized_only
saint roses,Saint Roses,normalized_only,normalized_only
excelsior college,Excelsior College,normalized_only,normalized_only
bonn university,Bonn University,normalized_only,normalized_only
sedass,Sedass,normalized_only,normalized_only
apostle safo school,Apostle Safo School,normalized_only,normalized_only
smit,Smit,normalized_only,normalized_only
ksh0911,Ksh0911,normalized_only,normalized_only
dace demonstration,Dace Demonstration,normalized_only,normalized_only
accellus academy,Accellus Academy,normalized_only,normalized_only
umkc,Umkc,normalized_only,normalized_only
methosist senior high,Methosist Senior High,normalized_only,normalized_only
dnam royal,Dnam Royal,normalized_only,normalized_only
georgian college,Georgian College,normalized_only,normalized_only
ucol,Ucol,normalized_only,normalized_only
universite paris sud,Universite Paris Sud,normalized_only,normalized_only
medass,Medass,normalized_only,normalized_only
st francis of assisi girls,St Francis Of Assisi Girls,normalized_only,normalized_only
st thomas aquinas senior high school,St Thomas Aquinas Senior High School,normalized_only,normalized_only
nation builders corps,Nation Builders Corps,normalized_only,normalized_only
pentecost university coll,Pentecost University Coll,normalized_only,normalized_only
barton county community college,Barton County Community College,normalized_only,normalized_only
benkum secondary school,Benkum Secondary School,normalized_only,normalized_only
preparatoria1,Preparatoria1,normalized_only,normalized_only
police basic school,Police Basic School,normalized_only,normalized_only
athenes,Athenes,normalized_only,normalized_only
grand valley state university grand rapids,Grand Valley State University Grand Rapids,normalized_only,normalized_only
osei tutu senior high boys,Osei Tutu Senior High Boys,normalized_only,normalized_only
midwifery,Midwifery,normalized_only,normalized_only
st monica s shs,St Monica S Shs,normalized_only,normalized_only
study,Study,normalized_only,normalized_only
sunrise institute,Sunrise Institute,normalized_only,normalized_only
university od cape coast,University Od Cape Coast,normalized_only,normalized_only
visual art 3,Visual Art 3,normalized_only,normalized_only
tweneboa kodua,Tweneboa Kodua,normalized_only,normalized_only
obawale m a jhs,Obawale M A Jhs,normalized_only,normalized_only
attafuah senior high technial school,Attafuah Senior High Technial School,normalized_only,normalized_only
dallas county community college,Dallas County Community College,normalized_only,normalized_only
afb,letshego savings and loans,manual_map,fuzzy_confirmed
l upec,L Upec,normalized_only,normalized_only
gyeongbogdaehaggyo,Gyeongbogdaehaggyo,normalized_only,normalized_only
kasstech,Kasstech,normalized_only,normalized_only
nkurakan catholic school,Nkurakan Catholic School,normalized_only,normalized_only
oyoko methodist s h s kof,Oyoko Methodist S H S Kof,normalized_only,normalized_only
prince of peace methodists church,Prince Of Peace Methodists Church,normalized_only,normalized_only
morning star high school,Morning Star High School,normalized_only,normalized_only
osei tutu senior high sch,Osei Tutu Senior High Sch,normalized_only,normalized_only
chew,Chew,normalized_only,normalized_only
gcu,Gcu,normalized_only,normalized_only
lawsec,Lawsec,normalized_only,normalized_only
fatmafarida,Fatmafarida,normalized_only,normalized_only
uga ufr shs,Uga Ufr Shs,normalized_only,normalized_only
efutu senior high,Efutu Senior High,normalized_only,normalized_only
nvti,Nvti,normalized_only,normalized_only
facosh,Facosh,normalized_only,normalized_only
hostos community college,Hostos Community College,normalized_only,normalized_only
universite paris 12,Universite Paris 12,normalized_only,normalized_only
good shepherd r c jhs,Good Shepherd R C Jhs,normalized_only,normalized_only
dunkwa nmtc,Dunkwa Nmtc,normalized_only,normalized_only
bobokoli,Bobokoli,normalized_only,normalized_only
sekolah tinggi ilmu manajemen ykpn,Sekolah Tinggi Ilmu Manajemen Ykpn,normalized_only,normalized_only
0244201521,0244201521,normalized_only,normalized_only
prince of peace methodist church,Prince Of Peace Methodist Church,normalized_only,normalized_only
st martin s,St Martin S,normalized_only,normalized_only
sandema,Sandema,normalized_only,normalized_only
accra wesley girls,Accra Wesley Girls,normalized_only,normalized_only
aviation,Aviation,normalized_only,normalized_only
mfantsiman girls shs,Mfantsiman Girls Shs,normalized_only,normalized_only
ashaiman,Ashaiman,normalized_only,normalized_only
fox valley technical college,Fox Valley Technical College,normalized_only,normalized_only
vivoabcde,Vivoabcde,normalized_only,normalized_only
kasd,Kasd,normalized_only,normalized_only
t i almadyia secondary,T I Almadyia Secondary,normalized_only,normalized_only
osei tutu boys shs,Osei Tutu Boys Shs,normalized_only,normalized_only
ppsc22988,Ppsc22988,normalized_only,normalized_only
vivoabcd,Vivoabcd,normalized_only,normalized_only
massecan,Massecan,normalized_only,normalized_only
ofori panin,Ofori Panin,normalized_only,normalized_only
cfa compiegne,Cfa Compiegne,normalized_only,normalized_only
sekondi college,Sekondi College,normalized_only,normalized_only
aburisec tech snr high,Aburisec Tech Snr High,normalized_only,normalized_only
west africa shs,West Africa Shs,normalized_only,normalized_only
trwfnuspo,Trwfnuspo,normalized_only,normalized_only
lehighhanson,Lehighhanson,normalized_only,normalized_only
ghana secondary school,Ghana Secondary School,normalized_only,normalized_only
starz college,Starz College,normalized_only,normalized_only
new juaben senior high sc,New Juaben Senior High Sc,normalized_only,normalized_only
kumasi high school,Kumasi High School,normalized_only,normalized_only
new juaben senior high,New Juaben Senior High,normalized_only,normalized_only
the karen hospital medical training college,The Karen Hospital Medical Training College,normalized_only,normalized_only
gifec,Gifec,normalized_only,normalized_only
the lord s star international,The Lord S Star International,normalized_only,normalized_only
st pauls,St Pauls,normalized_only,normalized_only
forces shs,Forces Shs,normalized_only,normalized_only
ktu,Ktu,normalized_only,normalized_only
kumasi senior technical school,Kumasi Senior Technical School,normalized_only,normalized_only
mountainview,Mountainview,normalized_only,normalized_only
ola girls senior high ho,Ola Girls Senior High Ho,normalized_only,normalized_only
highbury angel school,Highbury Angel School,normalized_only,normalized_only
acelllus academy,Acelllus Academy,normalized_only,normalized_only
wesley grammar,Wesley Grammar,normalized_only,normalized_only
smartwag,Smartwag,normalized_only,normalized_only
phoenix,Phoenix,normalized_only,normalized_only
methodist university,Methodist University,normalized_only,normalized_only
ipmc,Ipmc,normalized_only,normalized_only
academic city,Academic City,normalized_only,normalized_only
benjii,Benjii,normalized_only,normalized_only
anbariya shs,Anbariya Shs,normalized_only,normalized_only
enchi college of education,Enchi College Of Education,normalized_only,normalized_only
mohave community college,Mohave Community College,normalized_only,normalized_only
st monica senior high school,St Monica Senior High School,normalized_only,normalized_only
ghana senior high koforid,Ghana Senior High Koforid,normalized_only,normalized_only
nsaba presbyterian secondary school,Nsaba Presbyterian Secondary School,normalized_only,normalized_only
dawhenya,Dawhenya,normalized_only,normalized_only
adenta basketball court,Adenta Basketball Court,normalized_only,normalized_only
anagkazo assemblies,Anagkazo Assemblies,normalized_only,normalized_only
dosigonghag,Dosigonghag,normalized_only,normalized_only
accra tech university,Accra Tech University,normalized_only,normalized_only
vvu,Vvu,normalized_only,normalized_only
chameli devi group of pharmacy,Chameli Devi Group Of Pharmacy,normalized_only,normalized_only
pow,Pow,normalized_only,normalized_only
el centro college,El Centro College,normalized_only,normalized_only
tuba,Tuba,normalized_only,normalized_only
hello,Hello,normalized_only,normalized_only
monroe county community college,Monroe County Community College,normalized_only,normalized_only
